Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Current Deferred Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
688390125.0,688390125.0,1502600000.0,71666700000.0,77224800000.0,-5861300000.0,71666700000.0,1502600000.0,77224800000.0,77224800000.0,77224800000.0,77224800000.0,75848000000.0,,1376800000.0,1376800000.0,39690900000.0,11541500000.0,730500000.0,,,9107500000.0,1177700000.0,1177700000.0,,525800000.0,28149400000.0,1405900000.0,324900000.0,324900000.0,,,268300000.0,7068400000.0,,,66300000.0,7002100000.0,116915700000.0,94627600000.0,5070000000.0,,,2395100000.0,2395100000.0,332500000.0,,13000000.0,5558100000.0,5558100000.0,81236700000.0,,81236700000.0,8995600000.0,72241100000.0,,,,,22288100000.0,1983600000.0,,,,586700000.0,,,29900000.0,,10298400000.0,,,9389500000.0,229700000.0,9159800000.0,,,2024-03-31
688390125.0,688390125.0,1545400000.0,65693800000.0,70852400000.0,-10516300000.0,65693800000.0,1545400000.0,70852400000.0,70852400000.0,70852400000.0,70852400000.0,69475600000.0,,1376800000.0,1376800000.0,42306100000.0,11179500000.0,711700000.0,,,8671000000.0,1248700000.0,1248700000.0,0.0,548100000.0,31126600000.0,2024400000.0,296700000.0,296700000.0,0.0,,384100000.0,5901800000.0,,,288000000.0,5613800000.0,113158500000.0,92548200000.0,4990100000.0,,,2306300000.0,2306300000.0,316500000.0,,13000000.0,5158600000.0,5158600000.0,79736900000.0,,79736900000.0,9998200000.0,69738700000.0,,,,,20610300000.0,1965000000.0,,,,616100000.0,,,36900000.0,,10156400000.0,,,7835900000.0,234100000.0,7601800000.0,,,2023-09-30
688390125.0,688390125.0,1523200000.0,65262800000.0,70279500000.0,-8241800000.0,65262800000.0,1523200000.0,70279500000.0,70279500000.0,70279500000.0,70279500000.0,68902700000.0,61333500000.0,1376800000.0,1376800000.0,38994800000.0,10961100000.0,710800000.0,550000000.0,710800000.0,8461000000.0,1239300000.0,1239300000.0,0.0,550000000.0,28033700000.0,1500000.0,283900000.0,283900000.0,0.0,273800000.0,163500000.0,10406700000.0,3237400000.0,13500000.0,0.0,7155800000.0,109274300000.0,89482400000.0,300000.0,4110100000.0,21400000.0,303800000.0,303800000.0,323700000.0,323700000.0,13000000.0,5016700000.0,5016700000.0,78178100000.0,-27865900000.0,106044000000.0,9576000000.0,314100000.0,88457700000.0,2393600000.0,5302600000.0,0.0,19791900000.0,2021800000.0,17000000.0,62800000.0,571000000.0,611800000.0,198100000.0,413700000.0,1477200000.0,1434000000.0,8871100000.0,-197400000.0,9068500000.0,6747000000.0,161400000.0,6747000000.0,6247600000.0,499400000.0,2023-03-31
