Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Non Current Prepaid Assets
23300000.0,23300000.0,2648634000.0,2655482000.0,1197620000.0,3854023000.0,290258000.0,1197620000.0,1198541000.0,2175870000.0,1198541000.0,1198541000.0,1082041000.0,,,116500000.0,116500000.0,2984409000.0,1043318000.0,,65989000.0,977329000.0,977329000.0,1941091000.0,35389000.0,1678153000.0,1678153000.0,,225387000.0,,,225387000.0,4182950000.0,1951601000.0,,,16746000.0,16746000.0,921000.0,,1933934000.0,,1933934000.0,10075000.0,1923859000.0,,,,,2231349000.0,362829000.0,,,,1183735000.0,,,,,,27414000.0,642973000.0,,,14398000.0,7550000.0,6848000.0,,2024-03-31,
23300000.0,23300000.0,2489839000.0,2497794000.0,1170921000.0,3669683000.0,433663000.0,1170921000.0,1171889000.0,2358736000.0,1171889000.0,1171889000.0,1055389000.0,,,116500000.0,116500000.0,3168978000.0,1245128000.0,,58281000.0,1186847000.0,1186847000.0,1923850000.0,55675000.0,1310947000.0,1310947000.0,,212927000.0,,,212927000.0,4340867000.0,1983354000.0,,0.0,16473000.0,16473000.0,968000.0,,1965913000.0,,1965913000.0,3873000.0,1962040000.0,,,,,2357513000.0,411225000.0,,,,1183443000.0,,,,,4207000.0,27529000.0,719245000.0,,,11864000.0,3909000.0,7955000.0,,2023-09-30,
23300000.0,23300000.0,2977095000.0,2981349000.0,1148330400.0,4131020000.0,539459000.0,1148330400.0,1149671000.0,2563371000.0,1149671000.0,1149671000.0,1033171000.0,566923000.0,205303000.0,116500000.0,116500000.0,3328084000.0,1482232000.0,-1000.0,68533000.0,1413700000.0,1413700000.0,1845852000.0,3116000.0,1567649000.0,1567649000.0,3918000.0,252801000.0,28025000.0,1971000.0,222805000.0,4477755000.0,2092444000.0,263400.0,,22848000.0,22848000.0,1340600.0,1340600.0,2067992000.0,-1783900000.0,3851892000.0,26092000.0,317300000.0,2344100000.0,1130400000.0,34000000.0,0.0,2385311000.0,45300000.0,1453000.0,5643000.0,25092000.0,1122996000.0,13720000.0,815979000.0,126795000.0,166502000.0,321497000.0,27233000.0,831843000.0,-11100000.0,842943000.0,4254000.0,6410000.0,4254000.0,4254000.0,2023-03-31,
