Tax Effect Of Unusual Items,Tax Rate For Calcs,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Continuous Operations,Tax Provision,Pretax Income,Special Income Charges,Operating Expense,Other Operating Expenses,Total Revenue,Operating Revenue,Date
0.0,0.24999,0.0,0.0,3644300000.0,16000900000.0,17390900000.0,33391800000.0,3644300000.0,3644300000.0,,,,,3644300000.0,3644300000.0,3644300000.0,0.0,3644300000.0,0.0,3644300000.0,1214700000.0,4859000000.0,0.0,15762100000.0,10987400000.0,24759000000.0,24759000000.0,2024-03-31
0.0,0.233665,0.0,0.0,2448900000.0,15465600000.0,16449000000.0,31914600000.0,2448900000.0,2448900000.0,613759398.0,601695332.0,3.99,4.07,2448900000.0,2448900000.0,2448900000.0,0.0,2448900000.0,0.0,2448900000.0,746700000.0,3195600000.0,0.0,15462200000.0,10574700000.0,23239200000.0,23239200000.0,2023-12-31
0.0,0.3,0.0,0.0,3310800000.0,14752000000.0,15325600000.0,30077600000.0,3310800000.0,3310800000.0,609723757.0,600871143.0,5.43,5.51,3310800000.0,3310800000.0,3310800000.0,0.0,3310800000.0,0.0,3310800000.0,-2060600000.0,1250200000.0,0.0,14226400000.0,9614600000.0,21880100000.0,21880100000.0,2023-09-30
0.0,0.23609,0.0,0.0,3194900000.0,13822900000.0,14335000000.0,28157900000.0,3194900000.0,3194900000.0,602811321.0,599418386.0,5.3,5.33,3194900000.0,3194900000.0,3194900000.0,0.0,3194900000.0,0.0,3194900000.0,987400000.0,4182300000.0,0.0,13918400000.0,9633200000.0,20762600000.0,20762600000.0,2023-06-30
0.0,0.235279,0.0,0.0,2985700000.0,13311800000.0,12850600000.0,26162400000.0,2985700000.0,2985700000.0,,,,,2985700000.0,2985700000.0,2985700000.0,0.0,2985700000.0,0.0,2985700000.0,918600000.0,3904300000.0,0.0,13897800000.0,9530500000.0,20149100000.0,20149100000.0,2023-03-31
,,,,,,,,,,602680965.0,599466667.0,3.73,3.75,,,,,,,,,,,,,,,2022-12-31
0.0,0.2616,0.0,0.0,3510500000.0,17006500000.0,17962900000.0,34969400000.0,3510500000.0,3510500000.0,615877193.0,606303972.0,5.7,5.79,3510500000.0,3510500000.0,3510500000.0,0.0,3510500000.0,0.0,3510500000.0,1243700000.0,4754200000.0,0.0,16340700000.0,11654800000.0,24757700000.0,24757700000.0,2024-06-30 00:00:00
