Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.182658,224458000.0,179057000.0,5263000.0,374780000.0,224458000.0,219195000.0,-201000.0,201000.0,179057000.0,179057000.0,414544000.0,,,,,179057000.0,179057000.0,0.0,179057000.0,64000.0,178993000.0,178993000.0,40001000.0,218994000.0,2348000.0,-201000.0,201000.0,216847000.0,39764000.0,19158000.0,5263000.0,5263000.0,256611000.0,374780000.0,631391000.0,631391000.0,2024-03-31
0.0,0.063579,103448000.0,92008000.0,5168000.0,5789000.0,103448000.0,98280000.0,-87000.0,87000.0,92008000.0,92008000.0,39441000.0,20910909.0,20910909.0,4.4,4.4,92008000.0,92008000.0,0.0,92008000.0,58000.0,91950000.0,91950000.0,6243000.0,98193000.0,558000.0,-87000.0,87000.0,97726000.0,33652000.0,15143000.0,5168000.0,5168000.0,131378000.0,5789000.0,137167000.0,137167000.0,2023-12-31
0.0,0.058562,52297000.0,44514000.0,4833000.0,10382000.0,52297000.0,47464000.0,-283000.0,283000.0,44514000.0,44514000.0,39346000.0,20911729.0,20911729.0,2.128662,2.128662,44514000.0,44514000.0,0.0,44514000.0,96000.0,44418000.0,44418000.0,2763000.0,47181000.0,525000.0,-283000.0,283000.0,46939000.0,28964000.0,14189000.0,4833000.0,4833000.0,75903000.0,10382000.0,86285000.0,86285000.0,2023-09-30
0.0,0.181554,73752000.0,56911000.0,4220000.0,10440000.0,73752000.0,69532000.0,-76000.0,76000.0,56911000.0,56911000.0,43286000.0,20923162.0,20923162.0,2.72,2.72,56911000.0,56911000.0,0.0,56911000.0,65000.0,56846000.0,56846000.0,12610000.0,69456000.0,873000.0,-76000.0,76000.0,68661000.0,32846000.0,14395000.0,4220000.0,4220000.0,101507000.0,10440000.0,111947000.0,111947000.0,2023-06-30
0.0,0.216473,-137120000.0,-111167000.0,4221000.0,15982000.0,-137120000.0,-141341000.0,2323000.0,76000.0,-111167000.0,-111167000.0,44118000.0,,,,,-111167000.0,-111167000.0,0.0,-111167000.0,-361000.0,-110806000.0,-110806000.0,-30613000.0,-141417000.0,-193000.0,2323000.0,76000.0,-143026000.0,28136000.0,1935000.0,4221000.0,4221000.0,-114890000.0,15982000.0,-98908000.0,-98908000.0,2023-03-31
,,,,,,,,,,,,,21094118.0,21094118.0,1.02,1.02,,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.220061,143908000.0,108058000.0,5260000.0,131185000.0,143908000.0,138648000.0,-159000.0,159000.0,108058000.0,108058000.0,175206000.0,20900967.0,20900967.0,5.17,5.17,108058000.0,108058000.0,0.0,108058000.0,45000.0,108013000.0,108013000.0,30476000.0,138489000.0,1241000.0,-159000.0,159000.0,137409000.0,44021000.0,25527000.0,5260000.0,5260000.0,181430000.0,131185000.0,312615000.0,312615000.0,2024-06-30 00:00:00
