Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Fixed Assets Revaluation Reserve,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
37071530.0,37071530.0,6997600000.0,7002100000.0,-5221700000.0,1780400000.0,-6353600000.0,-5221700000.0,-5221700000.0,-4580800000.0,-5221700000.0,-5221700000.0,-5592400000.0,,,,370700000.0,370700000.0,7481000000.0,651300000.0,100000.0,,640900000.0,640900000.0,10300000.0,6829700000.0,24200000.0,6361200000.0,6361200000.0,2800000.0,163000000.0,,163000000.0,2259300000.0,1783200000.0,126400000.0,,74500000.0,0.0,1582300000.0,,1582300000.0,1100000.0,1581200000.0,,,,,476100000.0,211600000.0,,,115800000.0,,,,,,143600000.0,5100000.0,600000.0,4500000.0,,2024-03-31
37071530.0,37071530.0,6994500000.0,7046800000.0,-5221000000.0,1804900000.0,-6834200000.0,-5221000000.0,-5221000000.0,-5221000000.0,-5221000000.0,-5221000000.0,-5591700000.0,,,,370700000.0,370700000.0,7454100000.0,28800000.0,-100000.0,,20900000.0,,8000000.0,7425300000.0,37600000.0,7025900000.0,7025900000.0,2200000.0,174600000.0,,174600000.0,2233100000.0,1642000000.0,8500000.0,,30300000.0,0.0,1603200000.0,,1603200000.0,2100000.0,1601100000.0,,,,,591100000.0,308800000.0,,,97700000.0,,,,,,152900000.0,31700000.0,300000.0,31400000.0,,2023-09-30
37071530.0,37071530.0,7055261000.0,7072977000.0,-5174612000.0,1898365000.0,-6835870000.0,-5174612000.0,-5174612000.0,-5148439000.0,-5174612000.0,-5174612000.0,8720710000.0,1588519000.0,-8720710000.0,1575723000.0,370715000.0,370715000.0,7305854000.0,34133000.0,-7959000.0,7960000.0,26173000.0,26173000.0,34133000.0,7271721000.0,8130000.0,7046804000.0,7046804000.0,2203000.0,157502000.0,79058000.0,78444000.0,2131242000.0,1695391000.0,64868000.0,8450000.0,30347000.0,,1591726000.0,-1884383000.0,3476109000.0,827000.0,250000.0,1276816000.0,1143544000.0,1054672000.0,0.0,435851000.0,11287000.0,249000.0,152097000.0,74802000.0,11238000.0,9959000.0,53605000.0,208000.0,55264000.0,124228000.0,17716000.0,370000.0,17716000.0,17716000.0,2023-03-31
