Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
139289687.0,139289687.0,4001500000.0,12743700000.0,5729700000.0,14985400000.0,-638500000.0,5729700000.0,6016100000.0,8257800000.0,13110800000.0,8651200000.0,393400000.0,8257800000.0,6864900000.0,,,1392900000.0,1392900000.0,18423800000.0,10986800000.0,328200000.0,,,60800000.0,10441200000.0,5588200000.0,4853000000.0,156600000.0,7437000000.0,482600000.0,,2302500000.0,427900000.0,1874600000.0,,182800000.0,2832600000.0,,22000000.0,2810600000.0,27075000000.0,20276500000.0,433300000.0,,70600000.0,555900000.0,555900000.0,,33600000.0,,2528100000.0,298700000.0,2229400000.0,15885300000.0,,15885300000.0,831800000.0,15053500000.0,,,,,6798500000.0,313600000.0,,,426700000.0,19400000.0,,2940300000.0,,,3098500000.0,372400000.0,2726100000.0,,,2024-03-31
139255162.0,139255162.0,3468800000.0,9801900000.0,6450400000.0,13227200000.0,-437700000.0,6450400000.0,5152400000.0,8577700000.0,12543300000.0,8604700000.0,27000000.0,8577700000.0,7185100000.0,,,1392600000.0,1392600000.0,15584200000.0,9210100000.0,332600000.0,,,84800000.0,8626900000.0,4661300000.0,3965600000.0,147700000.0,6374100000.0,729100000.0,,1175000000.0,491100000.0,683900000.0,,188900000.0,2821600000.0,,24400000.0,2797200000.0,24188900000.0,18252500000.0,278600000.0,,54100000.0,579500000.0,579500000.0,,29000000.0,,2127300000.0,315500000.0,1811800000.0,14367900000.0,,14367900000.0,230500000.0,14137400000.0,,,,,5936400000.0,661200000.0,,,416400000.0,23800000.0,,3330600000.0,,,1504400000.0,323700000.0,1180700000.0,,,2023-09-30
139116062.0,139116062.0,2247160000.0,9011980000.0,6606150000.0,12598570000.0,100150000.0,6606150000.0,5018630000.0,8605220000.0,12222630000.0,8694160000.0,88940000.0,8605220000.0,120280000.0,-4522450000.0,11648850000.0,1391160000.0,1391160000.0,14466010000.0,8762810000.0,359300000.0,131860000.0,359270000.0,123660000.0,8148020000.0,4530610000.0,3617410000.0,131900000.0,5703200000.0,755100000.0,374870000.0,863960000.0,488020000.0,375940000.0,171140000.0,171100000.0,2707930000.0,198710000.0,24680000.0,2484540000.0,23160170000.0,17356820000.0,19000.0,828890000.0,52740000.0,198110000.0,129730000.0,68380000.0,28510000.0,28510000.0,1999070000.0,186730000.0,1812340000.0,13712721000.0,-8005569000.0,21718290000.0,181780000.0,533600000.0,11213190000.0,9142490000.0,647230000.0,0.0,5803350000.0,339200000.0,220200000.0,360290000.0,382860000.0,14850000.0,53850000.0,3025110000.0,-475300000.0,3500410000.0,1746190000.0,292300000.0,1746190000.0,773020000.0,973170000.0,2023-03-31
