Treasury Shares Number,Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
0.0,15087938.0,15087938.0,12400000.0,1238100000.0,1271900000.0,694700000.0,1238100000.0,9100000.0,1268600000.0,1269900000.0,1287600000.0,19000000.0,1268600000.0,1117700000.0,,,150900000.0,150900000.0,165900000.0,26100000.0,-200000.0,,14200000.0,8200000.0,6900000.0,1300000.0,3900000.0,139800000.0,9300000.0,4200000.0,2200000.0,2000000.0,,3800000.0,49700000.0,,,49700000.0,1453500000.0,619000000.0,1200000.0,,72700000.0,138800000.0,138800000.0,,43200000.0,30500000.0,30500000.0,332600000.0,,332600000.0,21100000.0,311500000.0,,,,,834500000.0,67100000.0,,,222500000.0,,,,,800000.0,322100000.0,,,222000000.0,145800000.0,76200000.0,,2024-03-31
,15087938.0,15087938.0,25600000.0,1079500000.0,1127300000.0,699600000.0,1079500000.0,9500000.0,1111200000.0,1113000000.0,1131400000.0,20200000.0,1111200000.0,960300000.0,,,150900000.0,150900000.0,165500000.0,33900000.0,,,21000000.0,9600000.0,7800000.0,1800000.0,3300000.0,131600000.0,4400000.0,16000000.0,1700000.0,14300000.0,,4400000.0,36300000.0,,,36300000.0,1296900000.0,465700000.0,10700000.0,,53900000.0,13100000.0,13100000.0,,1100000.0,31700000.0,31700000.0,355200000.0,,355200000.0,3800000.0,351400000.0,,,,,831200000.0,81500000.0,,,234600000.0,,,,,400000.0,218700000.0,,,296000000.0,214800000.0,81200000.0,,2023-09-30
,15087938.0,15087938.0,34500000.0,947900000.0,1004500000.0,599900000.0,947900000.0,12000000.0,982000000.0,991100000.0,1002800000.0,20800000.0,982000000.0,100000.0,611600000.0,188200000.0,150900000.0,150900000.0,211800000.0,44300000.0,-100000.0,3300000.0,22500000.0,18500000.0,9400000.0,9100000.0,3300000.0,167500000.0,7200000.0,16000000.0,2600000.0,13400000.0,3000000.0,3000000.0,130300000.0,14400000.0,3200000.0,112700000.0,1214600000.0,447200000.0,100000.0,8800000.0,45700000.0,4400000.0,11000000.0,4400000.0,1200000.0,34100000.0,34100000.0,344900000.0,-241200000.0,586100000.0,1800000.0,15100000.0,393200000.0,172900000.0,3100000.0,0.0,767400000.0,63400000.0,35400000.0,63400000.0,149800000.0,100000.0,36700000.0,33500000.0,79500000.0,2400000.0,262800000.0,-8000000.0,270800000.0,253600000.0,183800000.0,69800000.0,69800000.0,2023-03-31
