Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Rent Expense Supplemental,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Net Non Operating Interest Income Expense,Total Other Finance Cost,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Amortization,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense,Rent And Landing Fees,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
4853950.0,0.193,3651420000.0,25150000.0,25150000.0,1981600000.0,794350000.0,11630330000.0,3676570000.0,2882220000.0,-392550000.0,424900000.0,59760000.0,1961303950.0,1981600000.0,13738820000.0,18650000.0,450774368.0,450774368.0,4.395991,4.395991,1981600000.0,1981600000.0,0.0,1981600000.0,0.0,1981600000.0,1981600000.0,475720000.0,2457320000.0,17390000.0,0.0,,0.0,-392550000.0,27410000.0,424900000.0,59760000.0,2820620000.0,2108490000.0,596350000.0,794350000.0,250000.0,794100000.0,267450000.0,222000000.0,45450000.0,18650000.0,4929110000.0,11630330000.0,16559440000.0,16559440000.0,2024-06-30
615795.560676,0.092601,1820000000.0,6650000.0,6650000.0,1039580000.0,370470000.0,8634620000.0,1826650000.0,1456180000.0,-419910000.0,310510000.0,31920000.0,1033545795.560676,1039580000.0,9713950000.0,14690000.0,,,,,1039580000.0,1039580000.0,0.0,1039580000.0,0.0,1039580000.0,1039580000.0,106090000.0,1145670000.0,57680000.0,4220000.0,290000.0,-4510000.0,-419910000.0,141320000.0,310510000.0,31920000.0,1539670000.0,1079330000.0,263260000.0,370470000.0,15710000.0,354760000.0,121940000.0,87000000.0,34940000.0,14690000.0,2619000000.0,8634620000.0,11253620000.0,11253620000.0,2024-03-31
70075.0,0.2803,767800000.0,250000.0,250000.0,313290000.0,154170000.0,4991520000.0,768050000.0,613880000.0,-148150000.0,178570000.0,36050000.0,313110075.0,313290000.0,5481030000.0,3790000.0,450774368.0,450774368.0,0.695004,0.695004,313290000.0,313290000.0,0.0,313290000.0,,313290000.0,313290000.0,122020000.0,435310000.0,4470000.0,250000.0,-250000.0,0.0,-148150000.0,5630000.0,178570000.0,36050000.0,608240000.0,489510000.0,100290000.0,154170000.0,1460000.0,152710000.0,65990000.0,38940000.0,27050000.0,3790000.0,1097750000.0,4991520000.0,6089270000.0,6089270000.0,2023-06-30
