Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Current Deferred Taxes Liabilities,Financial Assets Designatedas Fair Value Through Profitor Loss Total
275780785.0,275780785.0,246070000.0,1427840000.0,17963030000.0,19333670000.0,5861080000.0,17963030000.0,70380000.0,17976210000.0,18948450000.0,17979920000.0,3710000.0,17976210000.0,17424650000.0,,,551560000.0,551560000.0,10292290000.0,1381010000.0,,283460000.0,1036360000.0,64120000.0,972240000.0,61190000.0,8911280000.0,94180000.0,391480000.0,6260000.0,385220000.0,49770000.0,7808610000.0,,187360000.0,7621250000.0,28272210000.0,13499850000.0,146330000.0,,,98910000.0,98910000.0,,,13180000.0,13180000.0,,13215830000.0,,13215830000.0,4441600000.0,8774230000.0,,,,,14772360000.0,1262220000.0,,,2833360000.0,,,,,,5834360000.0,,,4842420000.0,3731030000.0,1111390000.0,,,2024-03-31,,,
265576954.0,265576954.0,1261200000.0,1677040000.0,14582640000.0,16187800000.0,3631860000.0,14582640000.0,75340000.0,14586100000.0,15723920000.0,14590400000.0,4300000.0,14586100000.0,14054950000.0,,,531150000.0,531150000.0,7169130000.0,1485660000.0,,232800000.0,1206720000.0,68900000.0,1137820000.0,46140000.0,5683470000.0,59470000.0,470320000.0,6440000.0,463880000.0,235300000.0,4523570000.0,,,4523570000.0,21759530000.0,12444200000.0,198750000.0,,,129970000.0,129970000.0,,,3460000.0,3460000.0,,12112020000.0,,12112020000.0,3241790000.0,8870230000.0,,,,,9315330000.0,982210000.0,,,2120390000.0,,,,,,4642350000.0,,,1570380000.0,1229880000.0,340500000.0,,,2023-09-30,,,
265176208.0,265176208.0,3159570000.0,4057190000.0,14113220000.0,18087410000.0,3866270000.0,14113220000.0,87480000.0,14117700000.0,15421100000.0,14123840000.0,6140000.0,14117700000.0,252770000.0,8359790000.0,5060310000.0,530350000.0,530350000.0,9998160000.0,1696980000.0,40590000.0,271770000.0,1384620000.0,81220000.0,1303400000.0,40590000.0,8301180000.0,72260000.0,2672570000.0,6260000.0,2666310000.0,129340000.0,5047310000.0,337000000.0,46970000.0,4663340000.0,24122000000.0,11954550000.0,10000.0,309540000.0,0.0,670000.0,670000.0,27620000.0,27620000.0,4480000.0,4480000.0,0.0,11612080000.0,-3012460000.0,14624540000.0,4470620000.0,22310000.0,6898180000.0,1850680000.0,1382750000.0,0.0,12167450000.0,3430000.0,32720000.0,1236770000.0,2942140000.0,16570000.0,1128240000.0,37830000.0,1759500000.0,773980000.0,5702470000.0,-40530000.0,5743000000.0,1475940000.0,665800000.0,810140000.0,400000000.0,410140000.0,2023-03-31,,,
