Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
73113605.0,73113605.0,473200000.0,16235100000.0,21892600000.0,10903900000.0,16235100000.0,473200000.0,21892600000.0,21892600000.0,21892600000.0,21892600000.0,305700000.0,18201000000.0,3650500000.0,73100000.0,73100000.0,11252600000.0,1183700000.0,1900000.0,404000000.0,470200000.0,1900000.0,307600000.0,307600000.0,404000000.0,10068900000.0,883100000.0,38900000.0,165600000.0,165600000.0,1010900000.0,1010900000.0,5013200000.0,3576400000.0,11200000.0,38900000.0,1425600000.0,33145200000.0,12172400000.0,90500000.0,1876700000.0,857300000.0,2781300000.0,2781300000.0,5657500000.0,1449500000.0,4208000000.0,997500000.0,-2473500000.0,3471000000.0,,997500000.0,1772800000.0,1698200000.0,0.0,20972800000.0,2199300000.0,,20000000.0,1785600000.0,452500000.0,6895100000.0,-188100000.0,7083200000.0,11819600000.0,8158400000.0,3661200000.0,2165700000.0,1495500000.0,2023-12-31
73095989.0,73095989.0,546700000.0,13837700000.0,19251000000.0,9054900000.0,13837700000.0,546700000.0,19251000000.0,19251000000.0,19251000000.0,19251000000.0,,,,73100000.0,73100000.0,9992000000.0,834800000.0,700000.0,336500000.0,,,204700000.0,204700000.0,,9157200000.0,4542100000.0,,342000000.0,342000000.0,886900000.0,,1379900000.0,,,39800000.0,1340100000.0,29243000000.0,11030900000.0,18100000.0,,808100000.0,2284400000.0,2284400000.0,5413300000.0,1350200000.0,4063100000.0,981400000.0,,981400000.0,,981400000.0,,,,18212100000.0,2063300000.0,,,,49300000.0,8856100000.0,,,7243400000.0,5329100000.0,1914300000.0,,,2023-06-30
73064044.0,73064044.0,834600000.0,12933800000.0,17919800000.0,8174000000.0,12933800000.0,834600000.0,17919800000.0,17919800000.0,17919800000.0,17919800000.0,328700000.0,15206800000.0,3535500000.0,73100000.0,73100000.0,10390200000.0,952200000.0,1000000.0,288800000.0,423500000.0,1000000.0,238900000.0,238900000.0,288800000.0,9438000000.0,786100000.0,119900000.0,595700000.0,595700000.0,870500000.0,870500000.0,4512700000.0,3085400000.0,7300000.0,119900000.0,1420000000.0,28310000000.0,10698000000.0,21800000.0,1666100000.0,793900000.0,1907700000.0,1907700000.0,4986000000.0,1187700000.0,3798300000.0,1339700000.0,-3365800000.0,4705500000.0,9700000.0,1339700000.0,1905200000.0,2800300000.0,0.0,17612000000.0,1544300000.0,0.0,16700000.0,1291200000.0,285400000.0,7588300000.0,-238100000.0,7826400000.0,8430400000.0,5237900000.0,3192500000.0,1486800000.0,1705700000.0,2022-12-31
73123836.0,73123836.0,449200000.0,16758300000.0,22471000000.0,10317200000.0,16758300000.0,449200000.0,22471000000.0,22471000000.0,22471000000.0,22471000000.0,22397900000.0,,,73100000.0,73100000.0,11086700000.0,987000000.0,800000.0,,,,245700000.0,245700000.0,352100000.0,10099700000.0,5310700000.0,,203500000.0,203500000.0,,972700000.0,1478900000.0,,,20200000.0,1458700000.0,33557700000.0,13140800000.0,29000000.0,,911200000.0,3201600000.0,3201600000.0,5712700000.0,1537700000.0,4175000000.0,1354100000.0,,1354100000.0,408100000.0,946000000.0,,,,20416900000.0,1956100000.0,,,,51000000.0,7342800000.0,,,11067000000.0,8054700000.0,3012300000.0,,,2024-06-30 00:00:00
