Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Treasury Shares Number
80939303.0,80939303.0,9595300000.0,14301700000.0,29134400000.0,43623300000.0,8875200000.0,29134400000.0,29321600000.0,32699400000.0,29321600000.0,29321600000.0,29159700000.0,,161900000.0,161900000.0,22299800000.0,6297500000.0,8100000.0,,,2478500000.0,3377800000.0,3377800000.0,433100000.0,16002300000.0,315500000.0,10923900000.0,10923900000.0,,62800000.0,3832800000.0,,,0.0,3832800000.0,51621400000.0,26743900000.0,219800000.0,,6340100000.0,,6340100000.0,187200000.0,400000.0,186800000.0,19600000000.0,,19600000000.0,1326500000.0,18273500000.0,,,,,24877500000.0,345500000.0,,,,17730200000.0,,,,6100000.0,1199700000.0,,5596000000.0,889600000.0,4706400000.0,,2024-03-31,
80939303.0,80939303.0,3790200000.0,4193800000.0,29365800000.0,33560200000.0,8881400000.0,29365800000.0,29366400000.0,32880500000.0,29366400000.0,29366400000.0,29204500000.0,,161900000.0,161900000.0,9623900000.0,6305800000.0,20800000.0,449600000.0,,2321300000.0,3514100000.0,3514100000.0,,3318100000.0,285000000.0,679700000.0,679700000.0,,73200000.0,1209400000.0,,,503300000.0,706100000.0,38990300000.0,26790800000.0,342200000.0,,7808800000.0,,7808800000.0,600000.0,600000.0,,18008300000.0,,18008300000.0,1737200000.0,16271100000.0,,,,,12199500000.0,476000000.0,,,,3638400000.0,,,,7100000.0,1336300000.0,,6741700000.0,6338100000.0,403600000.0,,2023-09-30,
80939303.0,80939303.0,3882800000.0,4540700000.0,27048700000.0,31590200000.0,8867200000.0,27048700000.0,27049500000.0,30306000000.0,27049500000.0,27049500000.0,,21782500000.0,161900000.0,161900000.0,10979600000.0,5845800000.0,,403900000.0,11400000.0,2174000000.0,3256500000.0,3256500000.0,,5133800000.0,196000000.0,1284200000.0,1284200000.0,55400000.0,,2879500000.0,284000000.0,10700000.0,503300000.0,2081500000.0,38029100000.0,24028100000.0,5395500.0,202800000.0,6359004500.0,2000.0,6359002500.0,800000.0,800000.0,,16734100000.0,-11458800000.0,28192900000.0,214900000.0,,19913900000.0,2439900000.0,5624200000.0,0.0,14001000000.0,,0.0,10700000.0,148500000.0,10372800000.0,8705500000.0,142800000.0,1524500000.0,296700000.0,1489600000.0,1489600000.0,1682700000.0,1024800000.0,657900000.0,657900000.0,2023-03-31,
