Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Preferred Securities Outside Stock Equity,Tradeand Other Payables Non Current,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Defined Pension Benefit,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Other Non Current Liabilities,Other Non Current Assets,Other Inventories
98446000.0,98446000.0,761927000.0,1112356000.0,3280333000.0,4369961000.0,3269633000.0,3280333000.0,23838000.0,3281443000.0,3290523000.0,3281443000.0,3281443000.0,2296983000.0,,,984460000.0,984460000.0,1468538000.0,89387000.0,,,21592000.0,12512000.0,9080000.0,1379151000.0,23309000.0,,1090764000.0,11326000.0,1079438000.0,538000.0,264540000.0,,94764000.0,169776000.0,4749981000.0,101197000.0,,,6847000.0,21019000.0,21019000.0,1110000.0,,,72221000.0,,72221000.0,,72221000.0,,,,,4648784000.0,181686000.0,,4125454000.0,,,,14410000.0,,,327234000.0,643000.0,326591000.0,,2024-03-31,,,
98446000.0,98446000.0,1644182000.0,1691942000.0,1427173000.0,3088375000.0,1545518000.0,1427173000.0,31622000.0,1428055000.0,1547466000.0,1428055000.0,1428055000.0,,691800000.0,86250000.0,649750000.0,649750000.0,2053245000.0,203183000.0,44536000.0,18125000.0,140522000.0,21111000.0,119411000.0,1850062000.0,,35105000.0,1551420000.0,10511000.0,1540909000.0,421000.0,241960000.0,44624000.0,918000.0,196418000.0,3481300000.0,85720000.0,1222000.0,7537000.0,6792000.0,,,882000.0,882000.0,0.0,69287000.0,-132529000.0,201816000.0,0.0,,95943000.0,22666000.0,83207000.0,0.0,3395580000.0,,40713000.0,3307053000.0,3183966000.0,123087000.0,15848000.0,14973000.0,-75000.0,15048000.0,16993000.0,855000.0,16138000.0,16138000.0,2023-06-30,,,
98446000.0,98446000.0,1619348000.0,1679474000.0,1373012000.0,3019382000.0,1493423000.0,1373012000.0,34090000.0,1373998000.0,1502852000.0,1373998000.0,1373998000.0,,638899000.0,85000000.0,649750000.0,649750000.0,1991097000.0,213642000.0,43450000.0,17500000.0,152692000.0,23838000.0,128854000.0,1777455000.0,,26264000.0,1526782000.0,10252000.0,1516530000.0,491000.0,210892000.0,14460000.0,20113000.0,176319000.0,3365095000.0,94217000.0,1310000.0,11960000.0,6823000.0,,,986000.0,986000.0,0.0,73138000.0,-128430000.0,201568000.0,0.0,,95695000.0,22666000.0,83207000.0,0.0,3270878000.0,,13432000.0,3203283000.0,3142808000.0,60475000.0,16395000.0,10877000.0,-55000.0,10932000.0,26891000.0,855000.0,26036000.0,26036000.0,2023-03-31,,,
