Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.255862,1665950000.0,914240000.0,397260000.0,824670000.0,1665950000.0,1268690000.0,-142970000.0,40100000.0,,914240000.0,914240000.0,5113770000.0,,,,,914240000.0,914240000.0,0.0,914240000.0,914240000.0,914240000.0,314350000.0,1228590000.0,214520000.0,-142970000.0,40100000.0,,1157040000.0,4289100000.0,3014120000.0,397260000.0,397260000.0,5446140000.0,824670000.0,6270810000.0,6270810000.0,2024-03-31
0.0,0.255572,1586150000.0,870780000.0,377250000.0,522250000.0,1586150000.0,1208900000.0,-3710000.0,39170000.0,35460000.0,870780000.0,870780000.0,4692410000.0,162156425.0,156615108.0,5.37,5.56,870780000.0,870780000.0,0.0,870780000.0,870780000.0,870780000.0,298950000.0,1169730000.0,42820000.0,-3710000.0,39170000.0,35460000.0,1130620000.0,4170160000.0,2931720000.0,377250000.0,377250000.0,5300780000.0,522250000.0,5823030000.0,5823030000.0,2023-12-31
0.0,0.257064,1539760000.0,843570000.0,363850000.0,369160000.0,1539760000.0,1175910000.0,-4070000.0,40510000.0,36440000.0,843570000.0,843570000.0,4344710000.0,160986641.0,155353591.0,5.24,5.43,843570000.0,843570000.0,0.0,843570000.0,843530000.0,843530000.0,291870000.0,1135400000.0,46900000.0,-4070000.0,40510000.0,36440000.0,1092610000.0,3975550000.0,2762160000.0,363850000.0,363850000.0,5068160000.0,369160000.0,5437320000.0,5437320000.0,2023-09-30
0.0,0.258623,1542950000.0,842820000.0,363800000.0,232560000.0,1542950000.0,1179150000.0,-11350000.0,42320000.0,30970000.0,842820000.0,842820000.0,4003340000.0,160843511.0,154362637.0,5.24,5.46,842820000.0,842820000.0,0.0,842820000.0,842820000.0,842820000.0,294010000.0,1136830000.0,35910000.0,-11350000.0,42320000.0,30970000.0,1112270000.0,3770780000.0,2674420000.0,363800000.0,363800000.0,4883050000.0,232560000.0,5115610000.0,5115610000.0,2023-06-30
0.0,0.258257,1487690000.0,799280000.0,354610000.0,676170000.0,1487690000.0,1133080000.0,-28280000.0,55510000.0,27230000.0,799280000.0,799280000.0,2858730000.0,,,,,799280000.0,799280000.0,0.0,799280000.0,799280000.0,799280000.0,278290000.0,1077570000.0,-33870000.0,-28280000.0,55510000.0,27230000.0,2155700000.0,2182560000.0,227630000.0,354610000.0,354610000.0,4338260000.0,676170000.0,5014430000.0,5014430000.0,2023-03-31
,,,,,,,,,,15810000.0,,,,159871308.0,154022358.0,4.74,4.92,,,,,,,,,,,,15810000.0,,,,,,,,,,2022-12-31
0.0,0.251361,1637780000.0,907860000.0,387740000.0,654720000.0,1637780000.0,1250040000.0,-37360000.0,37360000.0,,907860000.0,907860000.0,4859240000.0,166274725.0,162698925.0,5.46,5.58,907860000.0,907860000.0,0.0,907860000.0,907860000.0,907860000.0,304820000.0,1212680000.0,114950000.0,-37360000.0,37360000.0,,1135090000.0,4204520000.0,2957060000.0,387740000.0,387740000.0,5339610000.0,654720000.0,5994330000.0,5994330000.0,2024-06-30 00:00:00
