Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
8396993.144939,0.061001,-10012000.0,137654000.0,137654000.0,110816000.0,9388000.0,54736000.0,127642000.0,118254000.0,-239000.0,239000.0,-18441006.855061,103476000.0,74489000.0,,,,,103476000.0,103476000.0,0.0,103476000.0,103476000.0,-7340000.0,110816000.0,7199000.0,118015000.0,-9235000.0,137654000.0,,-239000.0,239000.0,-10165000.0,19753000.0,10365000.0,9388000.0,9388000.0,9588000.0,54736000.0,64324000.0,64324000.0,2024-03-31
-404716.553288,0.208617,31717000.0,-1940000.0,-1940000.0,15705000.0,9455000.0,30309000.0,29777000.0,20322000.0,-477000.0,477000.0,17240283.446712,15705000.0,45775000.0,12665323.0,12665323.0,1.24,1.24,15705000.0,15705000.0,0.0,15705000.0,15705000.0,0.0,15705000.0,4140000.0,19845000.0,4471000.0,-1940000.0,,-477000.0,477000.0,17791000.0,15466000.0,6011000.0,9455000.0,9455000.0,33257000.0,30309000.0,63566000.0,63566000.0,2023-12-31
-1147615.209558,0.092737,31897000.0,-12375000.0,-12375000.0,0.0,10650000.0,30530000.0,19522000.0,8872000.0,-3599000.0,3599000.0,11227384.790442,33857000.0,45189000.0,10353823.0,10353823.0,3.27,3.27,33857000.0,33857000.0,0.0,33857000.0,33857000.0,33857000.0,4784000.0,489000.0,5273000.0,6154000.0,-12375000.0,12375000.0,-3599000.0,3599000.0,15093000.0,14659000.0,4009000.0,10650000.0,10650000.0,29752000.0,30530000.0,60282000.0,60282000.0,2023-09-30
0.0,0.148674,63544000.0,0.0,0.0,39367000.0,11327000.0,114392000.0,63544000.0,52217000.0,-5975000.0,5975000.0,39367000.0,39367000.0,140959000.0,11821922.0,11821922.0,3.33,3.33,39367000.0,39367000.0,0.0,39367000.0,39367000.0,,39367000.0,6875000.0,46242000.0,3343000.0,0.0,,-5975000.0,5975000.0,36719000.0,26567000.0,15240000.0,11327000.0,11327000.0,63286000.0,114392000.0,177678000.0,177678000.0,2023-06-30
-49906951.375544,0.016,1185000.0,-3119129000.0,-3119129000.0,-3099052000.0,16667000.0,138947000.0,-3117944000.0,-3134611000.0,-9634000.0,14833000.0,-29829951.375544,-3099052000.0,180529000.0,,,,,-3099052000.0,-3099052000.0,0.0,-3099052000.0,-3099052000.0,,-3099052000.0,-50392000.0,-3149444000.0,-10607000.0,-3119129000.0,,-9634000.0,14833000.0,-5013000.0,41582000.0,-5512000.0,16667000.0,-117000.0,36569000.0,138947000.0,175516000.0,175516000.0,2023-03-31
,,,,,,,,,,,,,,,11806849.0,11806849.0,2.92,2.92,,,,,,31235000.0,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.220897,21996000.0,0.0,0.0,9142000.0,9444000.0,39594000.0,21996000.0,12552000.0,-818000.0,818000.0,9142000.0,9142000.0,57038000.0,14511111.0,14511111.0,0.63,0.63,9142000.0,9142000.0,0.0,9142000.0,9142000.0,0.0,9142000.0,2592000.0,11734000.0,9114000.0,0.0,,-818000.0,818000.0,3438000.0,17444000.0,8000000.0,9444000.0,9444000.0,20882000.0,39594000.0,60476000.0,60476000.0,2024-06-30 00:00:00
