Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Preferred Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Non Current Deferred Assets,Current Deferred Assets
82811707.0,82811707.0,76410000.0,4941580000.0,6637640000.0,3637780000.0,4941580000.0,1700000.0,6562930000.0,6562930000.0,6620750000.0,57820000.0,6562930000.0,6158730000.0,,,404200000.0,404200000.0,,879250000.0,121990000.0,28820000.0,25660000.0,,67220000.0,290000.0,290000.0,,,757260000.0,78330000.0,50930000.0,76120000.0,1410000.0,74710000.0,176160000.0,239620000.0,,,239620000.0,7500000000.0,3104960000.0,55270000.0,,17110000.0,17110000.0,1621350000.0,1109970000.0,511380000.0,1411230000.0,,1411230000.0,303340000.0,1107890000.0,,,,,4395040000.0,758950000.0,,,29360000.0,,25420000.0,22430000.0,1032880000.0,,,2526000000.0,273350000.0,2252650000.0,,,2024-03-31,,
78072371.0,78072371.0,255460000.0,2744570000.0,4356740000.0,1613890000.0,2744570000.0,81090000.0,4182370000.0,4182370000.0,4242070000.0,59700000.0,4182370000.0,3803720000.0,,,378650000.0,378650000.0,,865100000.0,121060000.0,,27290000.0,,46010000.0,47760000.0,47760000.0,0.0,27290000.0,744040000.0,72880000.0,18710000.0,207700000.0,33330000.0,174370000.0,172760000.0,140610000.0,,,140610000.0,5107170000.0,2749240000.0,5990000.0,,28220000.0,28220000.0,1437800000.0,924540000.0,513260000.0,1277230000.0,,1277230000.0,155020000.0,1122210000.0,,,,,2357930000.0,633400000.0,,,28000000.0,,16830000.0,,1040920000.0,,,638780000.0,197740000.0,441040000.0,,,2023-09-30,,
78072371.0,78072371.0,253220000.0,3189010000.0,4072460000.0,1923140000.0,3189010000.0,96720000.0,3915960000.0,3915960000.0,3924140000.0,8180000.0,3915960000.0,27190000.0,1295960000.0,2140860000.0,374870000.0,374870000.0,0.0,675310000.0,115280000.0,50000.0,27610000.0,50000.0,25650000.0,61970000.0,61970000.0,0.0,27610000.0,560030000.0,62300000.0,27200000.0,191250000.0,34750000.0,156500000.0,39590000.0,253180000.0,71000000.0,40000.0,182140000.0,4599450000.0,2116280000.0,4900000.0,10140000.0,18670000.0,18670000.0,726950000.0,687760000.0,39190000.0,1365760000.0,-226840000.0,1592600000.0,366050000.0,999710000.0,428500000.0,708800000.0,89250000.0,0.0,2483170000.0,588040000.0,5300000.0,44380000.0,10340000.0,10340000.0,562950000.0,,672240000.0,-8540000.0,680780000.0,1187960000.0,518160000.0,669800000.0,24000000.0,645800000.0,2023-03-31,,
