Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Treasury Stock,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Tradeand Other Payables Non Current,Goodwill,Assets Held For Sale Current
340322.0,25909405.0,26249727.0,9530700000.0,10480500000.0,13330900000.0,23253300000.0,2184600000.0,13330900000.0,702300000.0,13475100000.0,20279900000.0,13475100000.0,13475100000.0,13212600000.0,,,,262500000.0,262500000.0,21803500000.0,10172500000.0,698700000.0,,,1557500000.0,7452000000.0,647200000.0,6804800000.0,211000000.0,11631000000.0,263700000.0,3028500000.0,55100000.0,2973400000.0,,145200000.0,6903100000.0,,,22300000.0,6880800000.0,35278600000.0,21463000000.0,948600000.0,,155500000.0,,287300000.0,287300000.0,,114700000.0,144200000.0,,19203100000.0,,19203100000.0,3572000000.0,15631100000.0,,,,,13815600000.0,1659600000.0,,,,5103700000.0,,,27100000.0,2614800000.0,,,4410400000.0,4162900000.0,247500000.0,,,2024-03-31,,,
,26249727.0,26249727.0,9763000000.0,10521600000.0,13087200000.0,23249600000.0,3086700000.0,13087200000.0,475800000.0,13203800000.0,19265600000.0,13203800000.0,13203800000.0,12941300000.0,,,,262500000.0,262500000.0,20273400000.0,8837200000.0,557900000.0,,,1590200000.0,6490800000.0,429000000.0,6061800000.0,198300000.0,11436200000.0,133700000.0,4030800000.0,46800000.0,3984000000.0,,142400000.0,6361200000.0,,,24700000.0,6336500000.0,33477200000.0,18954300000.0,1190700000.0,,161300000.0,,122500000.0,122500000.0,,121600000.0,116600000.0,,16840100000.0,,16840100000.0,2205000000.0,14635100000.0,,,,,14522900000.0,1287300000.0,,,,5417700000.0,,,36900000.0,2515800000.0,,,5265200000.0,4982400000.0,282800000.0,,,2023-09-30,,,
372822.0,25876905.0,26249727.0,8569100000.0,9320100000.0,12917200000.0,21879500000.0,3265200000.0,12917200000.0,421600000.0,12981000000.0,18446800000.0,12981000000.0,12981000000.0,125100000.0,244300000.0,11707800000.0,18600000.0,262500000.0,262500000.0,18297700000.0,8269600000.0,100000.0,248800000.0,575800000.0,1599100000.0,5845800000.0,380000000.0,5465800000.0,248800000.0,10028100000.0,226000000.0,3474300000.0,41600000.0,3432700000.0,139300000.0,139300000.0,5856900000.0,536900000.0,18800000.0,16500000.0,5284700000.0,31278700000.0,17985400000.0,1164000000.0,1200500000.0,177700000.0,0.0,77500000.0,500000.0,77000000.0,127000000.0,63800000.0,63800000.0,15933000000.0,-7555000000.0,23488000000.0,1854800000.0,14078200000.0,17161300000.0,3089100000.0,1382800000.0,0.0,13293300000.0,101000000.0,82900000.0,131200000.0,932900000.0,5349300000.0,2982100000.0,2367200000.0,244100000.0,1995600000.0,-38700000.0,2034300000.0,4456300000.0,4126900000.0,329400000.0,0.0,329400000.0,2023-03-31,,,
