Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
44942092.0,44942092.0,471000000.0,27240000000.0,28494000000.0,23081000000.0,27240000000.0,471000000.0,28494000000.0,28494000000.0,28494000000.0,28494000000.0,28045000000.0,,,449000000.0,449000000.0,17477000000.0,1503000000.0,,40000000.0,210000000.0,210000000.0,1253000000.0,15974000000.0,8639000000.0,,261000000.0,261000000.0,,518000000.0,6070000000.0,,,19000000.0,6051000000.0,45971000000.0,6916000000.0,313000000.0,,,72000000.0,72000000.0,251000000.0,1254000000.0,1254000000.0,3826000000.0,,3826000000.0,64000000.0,3762000000.0,,,,,39055000000.0,1743000000.0,,,15452000000.0,,,,,,9601000000.0,,,12259000000.0,691000000.0,11568000000.0,,,2024-03-31
44942092.0,44942092.0,638000000.0,30140000000.0,31314000000.0,25062000000.0,30140000000.0,638000000.0,31314000000.0,31314000000.0,31314000000.0,31314000000.0,30865000000.0,,,449000000.0,449000000.0,20821000000.0,1380000000.0,,54000000.0,169000000.0,169000000.0,1157000000.0,19441000000.0,11231000000.0,,469000000.0,469000000.0,,635000000.0,6648000000.0,,,675000000.0,5973000000.0,52135000000.0,7632000000.0,282000000.0,,,87000000.0,87000000.0,253000000.0,1174000000.0,1174000000.0,4068000000.0,,4068000000.0,67000000.0,4001000000.0,,,,,44503000000.0,2737000000.0,,,15766000000.0,,,,,,19875000000.0,,,6125000000.0,1078000000.0,5047000000.0,,,2023-09-30
44942092.0,44942092.0,735000000.0,25974000000.0,27121000000.0,21189000000.0,25974000000.0,735000000.0,27121000000.0,27121000000.0,27121000000.0,27121000000.0,26672000000.0,21698000000.0,1446000000.0,449000000.0,449000000.0,19665000000.0,1890000000.0,1081000000.0,3000000.0,364000000.0,364000000.0,442000000.0,17775000000.0,1191000000.0,29000000.0,371000000.0,371000000.0,1130000000.0,1130000000.0,11816000000.0,3019000000.0,65000000.0,29000000.0,8732000000.0,46786000000.0,7822000000.0,284000000.0,338000000.0,0.0,54000000.0,54000000.0,256000000.0,1147000000.0,1147000000.0,4313000000.0,-3160000000.0,7473000000.0,29000000.0,4284000000.0,4154000000.0,2976000000.0,314000000.0,0.0,38964000000.0,578000000.0,72000000.0,1428000000.0,18072000000.0,797000000.0,5860000000.0,2199000000.0,9216000000.0,39000000.0,9756000000.0,-34000000.0,9790000000.0,9019000000.0,411000000.0,8608000000.0,7906000000.0,702000000.0,2023-03-31
