Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investmentsin Associatesat Cost,Investmentsin Subsidiariesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
0.0,2930605850.0,2930605850.0,32471500000.0,33587800000.0,247956300000.0,290124400000.0,131437100000.0,247956300000.0,22400000.0,256559000000.0,256559000000.0,256729100000.0,170100000.0,256559000000.0,253628300000.0,,2930700000.0,2930700000.0,99881200000.0,15833000000.0,,17600000.0,17600000.0,0.0,14312600000.0,84048200000.0,30271200000.0,33570200000.0,4800000.0,33565400000.0,,2552900000.0,6461100000.0,,,2335600000.0,4125500000.0,356610300000.0,141125000000.0,35925400000.0,,2658900000.0,35610600000.0,35610600000.0,,,,,8602700000.0,7663800000.0,938900000.0,57510000000.0,,57510000000.0,32305100000.0,25204900000.0,,,,,215485300000.0,17366400000.0,9800000.0,,,27669500000.0,,,,,8306900000.0,35089300000.0,,,127043400000.0,125949500000.0,1093900000.0,,,2024-03-31
0.0,2930605850.0,2930605850.0,14468600000.0,21433500000.0,236973800000.0,266245700000.0,127394600000.0,236973800000.0,60800000.0,244873000000.0,244873000000.0,245017800000.0,144800000.0,244873000000.0,241942300000.0,,2930700000.0,2930700000.0,80937800000.0,14426900000.0,,44000000.0,44000000.0,0.0,12880100000.0,66510900000.0,21588800000.0,21389500000.0,16800000.0,21372700000.0,,1223400000.0,4018800000.0,,,,4018800000.0,325955600000.0,132050100000.0,35171500000.0,,2724700000.0,36246200000.0,36246200000.0,,,,,7899200000.0,6960300000.0,938900000.0,49275200000.0,,49275200000.0,26000400000.0,23274800000.0,,,,,193905500000.0,14646000000.0,5900000.0,,,23634600000.0,,,,,6882800000.0,6706900000.0,,,142029300000.0,135125200000.0,6904100000.0,,,2023-09-30
,2930605850.0,2930605850.0,3229800000.0,4226600000.0,218045300000.0,230368100000.0,116058500000.0,218045300000.0,66800000.0,226208300000.0,226208300000.0,226350600000.0,142300000.0,226208300000.0,223277600000.0,18619400000.0,2930700000.0,2930700000.0,56126500000.0,14112900000.0,12559900000.0,50200000.0,50200000.0,0.0,12559900000.0,42013600000.0,23370200000.0,4176400000.0,16600000.0,4159800000.0,1238600000.0,1238600000.0,19784000000.0,15489400000.0,35500000.0,,4259100000.0,282477100000.0,124405000000.0,11220500000.0,22841300000.0,2975000000.0,25429500000.0,25429500000.0,9346600000.0,2436000000.0,6890600000.0,20000000.0,8163000000.0,7224100000.0,938900000.0,43802900000.0,-15004000000.0,58806900000.0,19915500000.0,11226700000.0,16650900000.0,7222000000.0,3791800000.0,0.0,158072100000.0,17795900000.0,6600000.0,5717900000.0,23631700000.0,26605800000.0,23982200000.0,9000000.0,2614600000.0,10232800000.0,11218200000.0,26560200000.0,-19051300000.0,45611500000.0,65317100000.0,64387100000.0,930000000.0,0.0,930000000.0,2023-03-31
