Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
69197546.0,69197546.0,4319217000.0,5833575000.0,-8675867000.0,8286922000.0,-4025811000.0,-8675867000.0,1317209000.0,3770556000.0,5235379000.0,3770556000.0,3770556000.0,3078581000.0,,,691975000.0,691975000.0,12562999000.0,6926374000.0,,,,214538000.0,2588628000.0,1123805000.0,1464823000.0,36307000.0,5636625000.0,775280000.0,3244947000.0,193404000.0,3051543000.0,,10540000.0,517488000.0,,10720000.0,506768000.0,16333555000.0,14722741000.0,6674000.0,,112195000.0,160798000.0,160798000.0,,458533000.0,12446423000.0,4113684000.0,8332739000.0,1470779000.0,,1470779000.0,7103000.0,1463676000.0,,,,1610814000.0,510733000.0,,,24751000.0,,,86560000.0,389617000.0,,,599153000.0,402004000.0,197149000.0,,,2024-03-31
69197546.0,69197546.0,2860300000.0,4543322000.0,-5964699000.0,8056119000.0,-204883000.0,-5964699000.0,776840000.0,4289637000.0,7450027000.0,4289637000.0,4289637000.0,3597662000.0,,,691975000.0,691975000.0,9791708000.0,7598803000.0,,,,517457000.0,3781266000.0,620876000.0,3160390000.0,27450000.0,2192905000.0,794611000.0,762056000.0,155964000.0,606092000.0,,8569000.0,488203000.0,,11511000.0,476692000.0,14081345000.0,12093323000.0,,,51132000.0,211873000.0,211873000.0,,,10254336000.0,3568900000.0,6685436000.0,1490137000.0,,1490137000.0,3551000.0,1486586000.0,,,,1988022000.0,518211000.0,,,21557000.0,,,,163421000.0,,,1284833000.0,378651000.0,906182000.0,,,2023-09-30
61572051.0,61572051.0,1459988000.0,3061597000.0,-3449513000.0,5367573000.0,310947000.0,-3449513000.0,753439000.0,3059415000.0,5271860000.0,3059415000.0,3059415000.0,191540000.0,-1460742000.0,3714351000.0,615721000.0,615721000.0,5857497000.0,4812371000.0,200694000.0,1248844000.0,22490000.0,503756000.0,2836587000.0,624142000.0,2212445000.0,20716000.0,1045126000.0,942000.0,225010000.0,129297000.0,95713000.0,7223000.0,7223000.0,368049000.0,83615000.0,,284434000.0,8916912000.0,7560840000.0,1000.0,110093000.0,49631000.0,31450000.0,31350000.0,100000.0,,6508928000.0,2050633000.0,4458295000.0,860404000.0,-92244000.0,952648000.0,757000.0,859647000.0,210747000.0,741144000.0,0.0,1356073000.0,45090000.0,214000.0,339396000.0,13214000.0,343000.0,12871000.0,33907000.0,55056000.0,-9185000.0,64241000.0,869196000.0,21026000.0,848170000.0,783026000.0,65144000.0,2023-03-31
