Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Accrued Expenses,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Inventories Adjustments Allowances,Other Inventories,Finished Goods,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
2475311706.0,2475311706.0,32048900000.0,48338700000.0,383476100000.0,440295300000.0,184156800000.0,383476100000.0,2351500000.0,394308100000.0,418698000000.0,394316100000.0,8000000.0,394308100000.0,389357500000.0,,,4950600000.0,4950600000.0,208307800000.0,66897300000.0,1347000000.0,,,7941900000.0,,27901900000.0,26669900000.0,2280000000.0,24389900000.0,540000000.0,141410500000.0,97213100000.0,21668800000.0,71500000.0,21597300000.0,746800000.0,17878200000.0,,,17878200000.0,602623900000.0,277056600000.0,14593600000.0,,11934700000.0,5843200000.0,5843200000.0,,193130700000.0,,,20256700000.0,10832000000.0,1389500000.0,9442500000.0,8418500000.0,,8418500000.0,681000000.0,7737500000.0,,,,,325567300000.0,13285300000.0,5383400000.0,,,211541300000.0,,,,,9575800000.0,5380700000.0,,,80400800000.0,66462500000.0,13938300000.0,,,2024-03-31
2475311706.0,2475311706.0,23053600000.0,33166300000.0,367714300000.0,409401400000.0,141970900000.0,367714300000.0,2311200000.0,378546300000.0,388061800000.0,378572100000.0,25800000.0,378546300000.0,373595700000.0,,,4950600000.0,4950600000.0,182004200000.0,51073500000.0,1513800000.0,,,7941900000.0,,26743000000.0,11737400000.0,2221900000.0,9515500000.0,527000000.0,130930700000.0,85964400000.0,21428900000.0,89300000.0,21339600000.0,578100000.0,16730700000.0,,,16730700000.0,560576300000.0,287674700000.0,14753400000.0,,12852900000.0,9313000000.0,9313000000.0,,191451000000.0,,,28933000000.0,10832000000.0,1389500000.0,9442500000.0,8641700000.0,,8641700000.0,612000000.0,8029700000.0,,,,,272901600000.0,9992200000.0,5058200000.0,,,195695800000.0,,,,,10929900000.0,5413900000.0,,,45811600000.0,38010100000.0,7801500000.0,,,2023-09-30
2475311706.0,2475311706.0,29392419000.0,33356768000.0,366016357000.0,407923010000.0,145859302000.0,366016357000.0,2309102000.0,376875344000.0,387388751000.0,376918980000.0,43636000.0,376875344000.0,6655000.0,92636379000.0,250869479000.0,4950623000.0,4950623000.0,162360928000.0,50513306000.0,2405758000.0,500108000.0,0.0,7941865000.0,1175670000.0,25743340000.0,12726308000.0,2212901000.0,10513407000.0,,111847622000.0,1966137000.0,20630460000.0,96201000.0,20534259000.0,357582000.0,20687674000.0,4211271000.0,39384000.0,16437019000.0,539279908000.0,281572984000.0,,26844921000.0,13557577000.0,4622253000.0,1708941000.0,2913312000.0,186279867000.0,185268249000.0,1011618000.0,28688043000.0,10858987000.0,1416453000.0,9442534000.0,8918046000.0,-9225397000.0,18143443000.0,611229000.0,,5726487000.0,7966615000.0,3839112000.0,0.0,257706924000.0,,5281891000.0,2586620000.0,10721647000.0,193612250000.0,-514299000.0,129507000.0,193637984000.0,359058000.0,15142735000.0,5492336000.0,-9296496000.0,14788832000.0,24869445000.0,23214198000.0,1655247000.0,128340000.0,1526907000.0,2023-03-31
