Treasury Shares Number,Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Treasury Stock,Retained Earnings,Additional Paid In Capital,Derivative Product Liabilities,Tradeand Other Payables Non Current,Current Deferred Taxes Liabilities,Other Payable,Dividends Payable,Non Current Prepaid Assets,Financial Assets,Investmentsin Joint Venturesat Cost,Investmentsin Associatesat Cost,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Hedging Assets Current,Restricted Cash,Prepaid Assets,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Equivalents,Cash Financial
25664.0,151692454.0,151718118.0,1906000000.0,80520000000.0,88589000000.0,49669000000.0,80520000000.0,627000000.0,87310000000.0,87927000000.0,87310000000.0,87310000000.0,87158000000.0,152000000.0,152000000.0,20330000000.0,3214000000.0,-10000000.0,202000000.0,1055000000.0,438000000.0,617000000.0,364000000.0,17116000000.0,998000000.0,851000000.0,189000000.0,662000000.0,366000000.0,11546000000.0,62000000.0,11484000000.0,107640000000.0,40855000000.0,544000000.0,469000000.0,1149000000.0,1149000000.0,335000000.0,6790000000.0,3179000000.0,3611000000.0,31274000000.0,31274000000.0,1731000000.0,29543000000.0,66785000000.0,3139000000.0,13012000000.0,1649000000.0,9299000000.0,39686000000.0,30821000000.0,8865000000.0,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,
36112.0,151682006.0,151718118.0,1809000000.0,73125000000.0,81081000000.0,44550000000.0,73125000000.0,548000000.0,79820000000.0,80089000000.0,79820000000.0,79820000000.0,79668000000.0,152000000.0,152000000.0,21454000000.0,2889000000.0,,152000000.0,658000000.0,389000000.0,269000000.0,300000000.0,18565000000.0,1253000000.0,1151000000.0,159000000.0,992000000.0,322000000.0,12400000000.0,355000000.0,12045000000.0,101274000000.0,38159000000.0,347000000.0,63000000.0,926000000.0,926000000.0,297000000.0,6695000000.0,3098000000.0,3597000000.0,29782000000.0,29782000000.0,2368000000.0,27414000000.0,63115000000.0,2767000000.0,13998000000.0,2109000000.0,14643000000.0,29598000000.0,22622000000.0,6976000000.0,2023-09-30,,,,,,,,,,,,,,,,,,,,,,,,
42592.0,151675526.0,151718118.0,465000000.0,70175000000.0,71985000000.0,44805000000.0,70175000000.0,465000000.0,71985000000.0,71985000000.0,71985000000.0,71985000000.0,71833000000.0,152000000.0,152000000.0,12812000000.0,994000000.0,,213000000.0,324000000.0,324000000.0,0.0,103000000.0,11818000000.0,735000000.0,141000000.0,141000000.0,0.0,278000000.0,8434000000.0,54000000.0,8380000000.0,84797000000.0,28174000000.0,188000000.0,,300000000.0,300000000.0,258000000.0,1810000000.0,982000000.0,828000000.0,25569000000.0,25569000000.0,625000000.0,24944000000.0,56623000000.0,1890000000.0,13976000000.0,744000000.0,7720000000.0,32293000000.0,23566000000.0,8727000000.0,2023-03-31,,,,,,,,,,,,,,,,,,,,,,,,
