Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
0.0,90763500.0,90763500.0,,161462000.0,6382427000.0,6539405000.0,4005712000.0,6382427000.0,112734000.0,6490677000.0,6490677000.0,6490677000.0,6490677000.0,53992000.0,6028577000.0,,181527000.0,181527000.0,5497923000.0,309025000.0,,58126000.0,80557000.0,84719000.0,85623000.0,85623000.0,5188898000.0,112232000.0,75839000.0,27111000.0,48728000.0,220295000.0,395125000.0,816642000.0,26000.0,,17906000.0,798710000.0,11988600000.0,2793990000.0,68708000.0,14883000.0,14883000.0,108250000.0,108250000.0,2494118000.0,-849429000.0,3343547000.0,47627000.0,61872000.0,1816514000.0,1155208000.0,262326000.0,0.0,9194610000.0,,70416000.0,539874000.0,4338386000.0,249227000.0,1586061000.0,2503098000.0,68375000.0,50851000.0,1600781000.0,-146917000.0,1747698000.0,2525927000.0,2476442000.0,49485000.0,49485000.0,2024-03-31
,90763500.0,90763500.0,155030000.0,426870000.0,5485430000.0,5852670000.0,3188480000.0,5485430000.0,116580000.0,5542380000.0,5542380000.0,5542380000.0,5542380000.0,13500000.0,5106780000.0,0.0,181520000.0,181520000.0,6015690000.0,268790000.0,-10000.0,54890000.0,21810000.0,99770000.0,92330000.0,92330000.0,5746900000.0,9240000.0,334540000.0,24250000.0,310290000.0,263560000.0,356420000.0,718640000.0,,0.0,56810000.0,661830000.0,11558070000.0,2622700000.0,219040000.0,36420000.0,36420000.0,56950000.0,56950000.0,2196130000.0,-757200000.0,2953330000.0,56290000.0,61870000.0,1528090000.0,1045250000.0,261830000.0,0.0,8935380000.0,,66960000.0,473400000.0,4068630000.0,62700000.0,1851760000.0,2154170000.0,126470000.0,28100000.0,1549940000.0,-143590000.0,1693530000.0,2621880000.0,2466620000.0,155260000.0,155260000.0,2023-09-30
,90763500.0,90763500.0,,89876000.0,5486150000.0,5494828000.0,3919920000.0,5486150000.0,89876000.0,5494828000.0,5494828000.0,5494828000.0,5494828000.0,,5079099000.0,0.0,181527000.0,181527000.0,5983296000.0,278895000.0,-10000.0,45243000.0,75511000.0,83284000.0,74857000.0,74857000.0,5704401000.0,76846000.0,15019000.0,15019000.0,0.0,167179000.0,314658000.0,630623000.0,46000.0,0.0,15368000.0,615209000.0,11478124000.0,1853804000.0,98726000.0,3160000.0,3160000.0,8678000.0,8678000.0,1638376000.0,-738108000.0,2376484000.0,2215000.0,61872000.0,1266224000.0,786865000.0,259308000.0,0.0,9624321000.0,782000.0,46573000.0,326491000.0,4127748000.0,501305000.0,1715069000.0,1911374000.0,575690000.0,25997000.0,1429045000.0,-67980000.0,1497025000.0,3091995000.0,2979898000.0,112097000.0,112097000.0,2023-03-31
