Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Other Investments,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Retained Earnings,Additional Paid In Capital,Non Current Pension And Other Postretirement Benefit Plans,Current Deferred Taxes Liabilities,Other Payable,Dividends Payable,Non Current Prepaid Assets,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Associatesat Cost,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Hedging Assets Current,Prepaid Assets,Other Inventories,Finished Goods,Work In Process,Raw Materials,Taxes Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Financial
11424110.0,11424110.0,222867000.0,223436000.0,501628000.0,725272000.0,174032000.0,501628000.0,,501836000.0,517919000.0,501836000.0,501836000.0,387595000.0,114241000.0,114241000.0,345116000.0,19280000.0,1818000.0,16083000.0,,16083000.0,1379000.0,325836000.0,243000.0,207353000.0,,207353000.0,3469000.0,113548000.0,379000.0,113169000.0,846952000.0,347084000.0,255000.0,0.0,,192387000.0,192387000.0,208000.0,208000.0,0.0,154234000.0,154234000.0,2971000.0,151263000.0,499868000.0,2310000.0,199640000.0,20000000.0,259736000.0,18182000.0,17613000.0,569000.0,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,
10424110.0,10424110.0,249662000.0,249891000.0,430497000.0,680785000.0,184976000.0,430497000.0,,430894000.0,451802000.0,430894000.0,430894000.0,326653000.0,104241000.0,104241000.0,365832000.0,23257000.0,1118000.0,20908000.0,,20908000.0,1231000.0,342575000.0,21093000.0,228983000.0,,228983000.0,3621000.0,85746000.0,0.0,85746000.0,796726000.0,269175000.0,67076000.0,0.0,46225000.0,47472000.0,47472000.0,397000.0,397000.0,0.0,154088000.0,154088000.0,1993000.0,152095000.0,527551000.0,5805000.0,155351000.0,107512000.0,231792000.0,27091000.0,26862000.0,229000.0,2023-09-30,,,,,,,,,,,,,,,,,,,,,,,,,
10424110.0,10424110.0,207554000.0,214049000.0,424665000.0,640192000.0,192690000.0,424665000.0,0.0,426143000.0,451876000.0,426143000.0,426143000.0,321902000.0,104241000.0,104241000.0,373413000.0,28083000.0,1233000.0,25733000.0,0.0,25733000.0,1117000.0,345330000.0,45000.0,188316000.0,0.0,188316000.0,3107000.0,151028000.0,862000.0,150166000.0,799556000.0,261536000.0,54583000.0,0.0,48568000.0,49815000.0,49815000.0,1478000.0,587000.0,891000.0,153962000.0,153962000.0,0.0,153962000.0,538020000.0,1170000.0,164186000.0,20566000.0,325905000.0,26193000.0,19698000.0,6495000.0,2023-03-31,,,,,,,,,,,,,,,,,,,,,,,,,
