Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Fixed Assets Revaluation Reserve,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Preferred Securities Outside Stock Equity,Derivative Product Liabilities,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Preferred Stock,Non Current Accrued Expenses,Other Inventories,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable
437410012.0,437410012.0,2057300000.0,22137900000.0,9571500000.0,28044800000.0,4331300000.0,9571500000.0,11981400000.0,17888300000.0,20239600000.0,18158500000.0,270200000.0,17888300000.0,17450600000.0,,,,437700000.0,437700000.0,41866700000.0,11427500000.0,33800000.0,,,,855100000.0,9572000000.0,7220700000.0,2351300000.0,510100000.0,30439200000.0,1556100000.0,12565900000.0,4760700000.0,7805200000.0,271600000.0,14297400000.0,,194400000.0,14103000000.0,60025200000.0,25254700000.0,48200000.0,763700000.0,1264900000.0,,2500000.0,,2500000.0,,906000000.0,,,8316800000.0,2492800000.0,5824000000.0,13294600000.0,,13294600000.0,172800000.0,13121800000.0,,,,,34770500000.0,6292800000.0,,,3449800000.0,,,1110200000.0,368000000.0,13937400000.0,9612300000.0,1513100000.0,8099200000.0,,,2023-09-30,,,,,,
437410012.0,437410012.0,6026140000.0,30227710000.0,-1546490000.0,24119520000.0,-452920000.0,-1546490000.0,13343710000.0,7235520000.0,12221470000.0,7600120000.0,364600000.0,7235520000.0,548420000.0,-19010000.0,-6179310000.0,13293950000.0,364260000.0,364260000.0,54509100000.0,19514530000.0,2160000.0,3012160000.0,695530000.0,8380000.0,935340000.0,14229240000.0,9243290000.0,4985950000.0,528700000.0,34994570000.0,727820000.0,15998470000.0,4100420000.0,11898050000.0,302670000.0,17750390000.0,3194270000.0,282870000.0,14273250000.0,62109220000.0,27567570000.0,,771680000.0,1242730000.0,0.0,81430000.0,,79430000.0,2000000.0,1048010000.0,1048010000.0,0.0,8782010000.0,2697790000.0,6084220000.0,14530340000.0,-4893300000.0,19423640000.0,137830000.0,,7318810000.0,11758290000.0,208710000.0,0.0,34541650000.0,490000.0,0.0,2705690000.0,3450590000.0,3383970000.0,66620000.0,3882990000.0,436150000.0,12282120000.0,11742730000.0,884870000.0,10857860000.0,104790000.0,10753070000.0,2023-03-31,,,,,,
437410012.0,437410012.0,9349550000.0,29570240000.0,-1411940000.0,24660790000.0,-496930000.0,-1411940000.0,12223960000.0,7314510000.0,12999950000.0,7688870000.0,374360000.0,7314510000.0,513000000.0,-24270000.0,-6068710000.0,13287330000.0,364200000.0,364200000.0,50571130000.0,18172700000.0,2300000.0,1262160000.0,763580000.0,4490000.0,1177570000.0,14367310000.0,8681870000.0,5685440000.0,492510000.0,32398430000.0,722300000.0,15202930000.0,3542090000.0,11660840000.0,334960000.0,15970440000.0,2196820000.0,210060000.0,13563560000.0,58260000000.0,26358500000.0,,779440000.0,1346210000.0,0.0,2500000.0,0.0,500000.0,2000000.0,1034380000.0,1034380000.0,0.0,8726450000.0,2658640000.0,6067810000.0,13290360000.0,-5169900000.0,18460260000.0,121590000.0,,7566780000.0,10563180000.0,208710000.0,0.0,31901500000.0,490000.0,0.0,2901350000.0,3579020000.0,3495800000.0,83220000.0,4380050000.0,260430000.0,12325410000.0,8406970000.0,410240000.0,7996730000.0,2107770000.0,5888960000.0,2022-12-31,,,,,,
440208910.0,440208910.0,2845800000.0,21990200000.0,9800200000.0,26089700000.0,2471500000.0,9800200000.0,14050800000.0,18150300000.0,18177800000.0,18447300000.0,297000000.0,18150300000.0,357600000.0,,-7893400000.0,25931400000.0,440500000.0,440500000.0,39846300000.0,11126900000.0,1700000.0,,9100000.0,104400000.0,587000000.0,9840400000.0,9812900000.0,27500000.0,564100000.0,28719400000.0,213000000.0,12149800000.0,4237900000.0,7911900000.0,269400000.0,15569800000.0,1703300000.0,184300000.0,13682200000.0,58293600000.0,27102700000.0,,645700000.0,1501400000.0,,2500000.0,,500000.0,2000000.0,930900000.0,930900000.0,,8350100000.0,2465400000.0,5884700000.0,15266000000.0,-4786400000.0,20052400000.0,28600000.0,217500000.0,6881400000.0,12716200000.0,208700000.0,0.0,31190900000.0,500000.0,,2027500000.0,3865700000.0,3805600000.0,26400000.0,4934800000.0,312000000.0,14031900000.0,5984100000.0,890500000.0,5093600000.0,108400000.0,4985200000.0,2024-03-31 00:00:00,0.0,0.0,0.0,33700000.0,-1359200000.0,15391100000.0
