Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.3,-10887000.0,0.0,0.0,-21696000.0,2177000.0,34093000.0,-10887000.0,-13064000.0,-8530000.0,8530000.0,-21696000.0,-21696000.0,67293000.0,,,-1.27128,-1.27128,-21437000.0,-21437000.0,0.0,-21437000.0,0.0,-21437000.0,259000.0,-21696000.0,102000.0,-21594000.0,1390000.0,0.0,-8530000.0,8530000.0,-14454000.0,33200000.0,22544000.0,2177000.0,2177000.0,18746000.0,34093000.0,52839000.0,52839000.0,2023-12-31
0.0,0.03578,16773000.0,0.0,0.0,4456000.0,2210000.0,102156000.0,16773000.0,14563000.0,-10203000.0,10203000.0,4456000.0,4456000.0,140147000.0,,,0.264254,0.264254,4456000.0,4456000.0,0.0,4456000.0,3000.0,4453000.0,,4453000.0,156000.0,4360000.0,7642000.0,0.0,-10203000.0,10203000.0,6921000.0,37991000.0,27912000.0,2210000.0,2210000.0,44912000.0,102156000.0,147068000.0,147068000.0,2023-09-30
0.0,0.000576,-797000.0,0.0,0.0,-12146000.0,2147000.0,186877000.0,-797000.0,-2944000.0,-9217000.0,9217000.0,-12146000.0,-12146000.0,247195000.0,16869444.0,16869444.0,-0.72,-0.72,-12146000.0,-12146000.0,0.0,-12146000.0,8000.0,-12139000.0,,-12140000.0,-7000.0,-12161000.0,1184000.0,0.0,-9217000.0,9217000.0,-4126000.0,60318000.0,51483000.0,2147000.0,2147000.0,56192000.0,186877000.0,243069000.0,243069000.0,2023-06-30
0.0,0.3,20381000.0,0.0,0.0,-96000.0,2730000.0,62650000.0,20381000.0,17651000.0,-16713000.0,16713000.0,-96000.0,-96000.0,116752000.0,,,,,54000.0,54000.0,0.0,54000.0,3000.0,51000.0,46000.0,-99000.0,933000.0,938000.0,1548000.0,0.0,-16713000.0,16713000.0,16102000.0,54102000.0,44377000.0,2730000.0,2730000.0,70204000.0,62650000.0,132854000.0,132854000.0,2023-03-31
0.0,0.163584,17575000.0,0.0,0.0,2870000.0,2758000.0,73716000.0,17575000.0,14817000.0,-10330000.0,10330000.0,2870000.0,2870000.0,134994000.0,16862534.0,16862534.0,0.157035,0.157035,2648000.0,2648000.0,0.0,2648000.0,-883000.0,3531000.0,-222000.0,3753000.0,734000.0,4487000.0,1032000.0,0.0,-10330000.0,10330000.0,13785000.0,61278000.0,50102000.0,2758000.0,2758000.0,75063000.0,73716000.0,148779000.0,148779000.0,2022-12-31
-1517.905166,0.108422,46767000.0,-14000.0,-14000.0,31912000.0,3540000.0,85302000.0,46753000.0,43213000.0,10265000.0,7888000.0,31924482.094834,31912000.0,56690000.0,,,,,31390000.0,31390000.0,0.0,31390000.0,-707000.0,31611000.0,,31898000.0,3830000.0,35325000.0,-8884000.0,-14000.0,10265000.0,7888000.0,33961000.0,-28612000.0,-23929000.0,3540000.0,3501000.0,5349000.0,85302000.0,90651000.0,90651000.0,2024-03-31 00:00:00
