Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investments In Other Ventures Under Equity Method,Investment Properties,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
0.0,839843842.0,839843842.0,853104000.0,1060279000.0,9309215000.0,10368564000.0,2586027000.0,9309215000.0,930000.0,9309215000.0,9637094000.0,9309215000.0,9309215000.0,8408298000.0,,900917000.0,900917000.0,1937678000.0,898336000.0,563461000.0,,,,328809000.0,930000.0,327879000.0,6066000.0,1039342000.0,50394000.0,,731470000.0,,731470000.0,6662000.0,150603000.0,,97259000.0,53344000.0,11246893000.0,7621523000.0,4010000.0,,1201000.0,7296379000.0,7296379000.0,35000.0,35000.0,0.0,8093000.0,,,,,,,,3625369000.0,768201000.0,,,1440135000.0,,,,146975000.0,34521000.0,809783000.0,,,425754000.0,219509000.0,206245000.0,,,2023-09-30
,665677941.0,665677941.0,1228972000.0,1263152000.0,9334270000.0,10582667000.0,2457564000.0,9334270000.0,14755000.0,9334270000.0,9784764000.0,9334270000.0,9334270000.0,7923576000.0,369133000.0,665678000.0,665678000.0,1949710000.0,788104000.0,6911000.0,5661000.0,310283000.0,0.0,465249000.0,14755000.0,450494000.0,5661000.0,1161606000.0,50162800.0,97716000.0,797903000.0,0.0,797903000.0,2243000.0,80353000.0,50714000.0,97716000.0,29639000.0,11283980000.0,7664810000.0,-1000.0,407856000.0,1259000.0,6623407000.0,6623407000.0,35000.0,35000.0,0.0,311892000.0,-6476000.0,318368000.0,303326000.0,8566000.0,9935000.0,5107000.0,0.0,3619170000.0,995386000.0,15191000.0,2029000.0,1287257000.0,1000.0,1162844000.0,124412000.0,213235000.0,19901000.0,858680000.0,0.0,858680000.0,227491000.0,208066000.0,19425000.0,755000.0,18670000.0,2023-03-31
,1097015994.0,1097015994.0,,759558000.0,9099161000.0,9857789000.0,9352833000.0,9099161000.0,930000.0,9099161000.0,9430820000.0,9099161000.0,9099161000.0,7397357000.0,588956000.0,1097016000.0,1097016000.0,1827007000.0,1043878000.0,121918000.0,6470000.0,582901000.0,,332589000.0,930000.0,331659000.0,,783129000.0,-1000.0,97716000.0,426969000.0,0.0,426969000.0,2470000.0,113686000.0,64326000.0,,49360000.0,10926168000.0,790206000.0,-2000.0,399306000.0,1126000.0,3003000.0,3003000.0,35000.0,35000.0,0.0,323011000.0,-7734000.0,330745000.0,315360000.0,,10278000.0,5107000.0,0.0,10135962000.0,521754000.0,9397000.0,2286000.0,1445554000.0,,1324414000.0,121140000.0,154410000.0,42642000.0,839493000.0,0.0,839493000.0,7120426000.0,236825000.0,6883601000.0,571000.0,6883030000.0,2024-03-31 00:00:00
