Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
59112993.0,59112993.0,89710000.0,394330000.0,6450630000.0,6822200000.0,3234860000.0,6450630000.0,22760000.0,6450630000.0,6721760000.0,6450630000.0,6450630000.0,6332400000.0,,,118230000.0,118230000.0,1520160000.0,537940000.0,210680000.0,291180000.0,20050000.0,271130000.0,36080000.0,982220000.0,228720000.0,103150000.0,2710000.0,100440000.0,,4260000.0,527460000.0,,27920000.0,499540000.0,7970790000.0,3753710000.0,479710000.0,,246920000.0,246920000.0,,,3027080000.0,,3027080000.0,454340000.0,2572740000.0,,,,,4217080000.0,598740000.0,,,1329630000.0,,,,,,1699530000.0,,,589180000.0,307320000.0,281860000.0,,,2024-03-31
59112993.0,59112993.0,3086580000.0,3272560000.0,2305390000.0,5554750000.0,1434430000.0,2305390000.0,23200000.0,2305390000.0,4442520000.0,2305390000.0,2305390000.0,,1417820000.0,793600000.0,99110000.0,99110000.0,4060910000.0,2317740000.0,128060000.0,2157590000.0,20460000.0,2137130000.0,32090000.0,1743170000.0,3090000.0,1114970000.0,2740000.0,1112230000.0,33050000.0,29480000.0,539430000.0,114010000.0,6070000.0,419350000.0,6366300000.0,3188700000.0,,562120000.0,850000.0,850000.0,64620000.0,64620000.0,2622780000.0,-486130000.0,3108910000.0,444670000.0,125330000.0,2397740000.0,128310000.0,12860000.0,0.0,3177600000.0,,175580000.0,409830000.0,1056610000.0,62130000.0,40430000.0,482190000.0,471860000.0,1240000.0,1333570000.0,-18960000.0,1352530000.0,200770000.0,37990000.0,162780000.0,20540000.0,142240000.0,2023-09-30
59112993.0,59112993.0,2901300000.0,3281160000.0,2114290000.0,5368650000.0,1275530000.0,2114290000.0,26800000.0,2114290000.0,4304500000.0,2114290000.0,2114290000.0,,1305560000.0,793600000.0,16520000.0,16520000.0,4019160000.0,2373440000.0,156430000.0,2217010000.0,26800000.0,2190210000.0,,1645720000.0,6580000.0,1064150000.0,,1064150000.0,19130000.0,26510000.0,512840000.0,109310000.0,43520000.0,360010000.0,6133450000.0,3212200000.0,,648940000.0,22190000.0,22190000.0,,,2541070000.0,-435400000.0,2976470000.0,392730000.0,86520000.0,2294470000.0,120160000.0,82590000.0,0.0,2921250000.0,,39000000.0,308300000.0,950120000.0,42470000.0,37350000.0,456320000.0,413980000.0,770000.0,1221250000.0,-16250000.0,1237500000.0,401810000.0,48750000.0,353060000.0,105740000.0,247320000.0,2023-06-30
59112993.0,59112993.0,2811950000.0,3006010000.0,2039880000.0,5045890000.0,1354210000.0,2039880000.0,0.0,2039880000.0,4248490000.0,2039880000.0,2039880000.0,,1231520000.0,793600000.0,16520000.0,16520000.0,3852200000.0,2370120000.0,135870000.0,2208610000.0,0.0,2208610000.0,25640000.0,1482080000.0,5810000.0,797400000.0,0.0,797400000.0,14360000.0,22400000.0,625600000.0,125320000.0,24930000.0,475350000.0,5892080000.0,3055790000.0,,488090000.0,1130000.0,1130000.0,,,2546400000.0,-387700000.0,2934100000.0,379860000.0,80610000.0,2272710000.0,118330000.0,82590000.0,0.0,2836290000.0,,127270000.0,260790000.0,860630000.0,31830000.0,65030000.0,399930000.0,363840000.0,910000.0,1186630000.0,-15000000.0,1201630000.0,400060000.0,206000000.0,194060000.0,72260000.0,121800000.0,2023-03-31
