Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Impairment Of Capital Assets,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Net Income Extraordinary
-804000000.0,0.4,66090000000.0,-2010000000.0,-2010000000.0,78890000000.0,192840000000.0,64080000000.0,64080000000.0,-24150000000.0,24150000000.0,80096000000.0,78890000000.0,289120000000.0,,,,,13690000000.0,13690000000.0,0.0,13690000000.0,-9060000000.0,22750000000.0,87950000000.0,-48000000000.0,39930000000.0,5840000000.0,-2010000000.0,-7930000000.0,9940000000.0,-24150000000.0,24150000000.0,60250000000.0,96280000000.0,94450000000.0,156530000000.0,192840000000.0,349370000000.0,349370000000.0,2024-03-31,
0.0,0.30134,65220000000.0,0.0,0.0,20130000000.0,198870000000.0,65220000000.0,65220000000.0,-24170000000.0,24170000000.0,20130000000.0,20130000000.0,292250000000.0,3741635688.0,3714022140.0,5.38,5.42,20130000000.0,20130000000.0,0.0,20130000000.0,-8550000000.0,28680000000.0,28680000000.0,12370000000.0,41050000000.0,7790000000.0,0.0,,0.0,-24170000000.0,24170000000.0,57430000000.0,93380000000.0,91000000000.0,150810000000.0,198870000000.0,349680000000.0,349680000000.0,2023-12-31,
3669000000.0,0.3,94770000000.0,12230000000.0,12230000000.0,-17830000000.0,197570000000.0,107000000000.0,107000000000.0,-25230000000.0,25230000000.0,-26391000000.0,-17830000000.0,297090000000.0,3714583333.0,3714583333.0,-4.8,-4.8,-17830000000.0,-17830000000.0,0.0,-17830000000.0,-8680000000.0,-9150000000.0,-9150000000.0,90920000000.0,81770000000.0,6400000000.0,12230000000.0,-440000000.0,-11790000000.0,-25230000000.0,25230000000.0,88370000000.0,99520000000.0,94690000000.0,187890000000.0,197570000000.0,385460000000.0,385460000000.0,2023-09-30,
3389231522.27117,0.190406,44160000000.0,17800000000.0,17800000000.0,26400000000.0,197480000000.0,61960000000.0,61960000000.0,-21100000000.0,21100000000.0,11989231522.27117,26400000000.0,294720000000.0,3739376771.0,3713080169.0,7.06,7.11,26400000000.0,26400000000.0,0.0,26400000000.0,-6680000000.0,33080000000.0,33080000000.0,7780000000.0,40860000000.0,5460000000.0,17800000000.0,-17800000000.0,,-21100000000.0,21100000000.0,38700000000.0,97240000000.0,92620000000.0,135940000000.0,197480000000.0,333420000000.0,333420000000.0,2023-06-30,
-3633452325.035228,0.264443,70580000000.0,-13740000000.0,-13740000000.0,18810000000.0,269330000000.0,56840000000.0,56840000000.0,4570000000.0,14260000000.0,28916547674.96477,18810000000.0,300840000000.0,,,,,18810000000.0,18810000000.0,0.0,18810000000.0,-12510000000.0,31320000000.0,31320000000.0,11260000000.0,42580000000.0,-19250000000.0,-13740000000.0,13630000000.0,,4570000000.0,14260000000.0,71410000000.0,31510000000.0,1120000000.0,102920000000.0,269330000000.0,372250000000.0,372250000000.0,2023-03-31,
,,,,,,,,,,,,,,3733333333.0,3710843373.0,6.6,6.64,,,,,,,,,,,,3330000000.0,-12360000000.0,,,,,,,,,,2022-12-31,
0.0,0.140229,81480000000.0,0.0,0.0,36060000000.0,183930000000.0,81480000000.0,81480000000.0,-22220000000.0,22220000000.0,36060000000.0,36060000000.0,280250000000.0,3740663900.0,3709876543.0,9.64,9.72,36060000000.0,36060000000.0,0.0,36060000000.0,-14890000000.0,50950000000.0,50950000000.0,8310000000.0,59260000000.0,9340000000.0,0.0,,0.0,-22220000000.0,22220000000.0,72140000000.0,96320000000.0,92560000000.0,168460000000.0,183930000000.0,352390000000.0,352390000000.0,2024-06-30 00:00:00,0.0
