Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
21970000.0,0.4,185357000.0,54925000.0,54925000.0,196724000.0,4159000.0,1114964000.0,240282000.0,236123000.0,-164177000.0,164177000.0,163769000.0,196724000.0,1292856000.0,196724000.0,196724000.0,0.0,196724000.0,196724000.0,196724000.0,-124778000.0,71946000.0,6242000.0,54925000.0,-164177000.0,164177000.0,174956000.0,177892000.0,136411000.0,4159000.0,4159000.0,352848000.0,1114964000.0,1467812000.0,1467812000.0,2024-03-31
0.0,0.3,183443000.0,0.0,0.0,-65942000.0,4169000.0,730993000.0,183443000.0,179274000.0,-168201000.0,168201000.0,-65942000.0,-65942000.0,920612000.0,-65942000.0,-65942000.0,0.0,-65942000.0,-65942000.0,-65942000.0,77015000.0,11073000.0,13650000.0,0.0,-168201000.0,168201000.0,165623000.0,189619000.0,145066000.0,4169000.0,4169000.0,355242000.0,730993000.0,1086235000.0,1086235000.0,2023-12-31
0.0,0.3,234330000.0,0.0,0.0,-8120000.0,4205000.0,885595000.0,234330000.0,230125000.0,-164361000.0,164361000.0,-8120000.0,-8120000.0,1099554000.0,-8120000.0,-8120000.0,0.0,-8120000.0,-8120000.0,-8120000.0,73884000.0,65764000.0,20586000.0,0.0,-164361000.0,164361000.0,209538000.0,213959000.0,167328000.0,4205000.0,4205000.0,423497000.0,885595000.0,1309092000.0,1309092000.0,2023-09-30
0.0,0.104513,127966000.0,0.0,0.0,-43338000.0,4281000.0,505317000.0,127966000.0,123685000.0,-172081000.0,172081000.0,-43338000.0,-43338000.0,664738000.0,-43338000.0,-43338000.0,0.0,-43338000.0,-43338000.0,-43338000.0,-5058000.0,-48396000.0,5680000.0,0.0,-172081000.0,172081000.0,118005000.0,159421000.0,121254000.0,4281000.0,4281000.0,277426000.0,505317000.0,782743000.0,782743000.0,2023-06-30
-6177782.117998,0.211438,72913000.0,-29218000.0,-29218000.0,-71826000.0,4162000.0,251925000.0,43695000.0,39533000.0,-142401000.0,130619000.0,-48785782.117998,-71826000.0,437431000.0,-71826000.0,-71826000.0,0.0,-71826000.0,-71826000.0,-71826000.0,-19259000.0,-91086000.0,14675000.0,-29218000.0,-142401000.0,130619000.0,65945000.0,185506000.0,-41800000.0,4162000.0,4162000.0,251451000.0,251925000.0,503376000.0,503376000.0,2023-03-31
