Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.0,-2860000.0,0.0,0.0,-2860000.0,170000.0,-2860000.0,-2860000.0,0.0,0.0,-2860000.0,-2860000.0,2920000.0,286000000.0,286000000.0,-0.01,-0.01,-2860000.0,-2860000.0,0.0,-2860000.0,0.0,-2860000.0,0.0,-2860000.0,0.0,-2860000.0,60000.0,0.0,0.0,0.0,0.0,-2920000.0,2750000.0,2450000.0,-170000.0,170000.0,0.0,0.0,2023-12-31
0.0,0.0,-2260000.0,0.0,0.0,-2260000.0,180000.0,-2260000.0,-2260000.0,0.0,0.0,-2260000.0,-2260000.0,2260000.0,226000000.0,226000000.0,-0.01,-0.01,-2260000.0,-2260000.0,0.0,-2260000.0,0.0,-2260000.0,0.0,-2260000.0,0.0,-2260000.0,,0.0,0.0,0.0,0.0,-2260000.0,2080000.0,1780000.0,-180000.0,180000.0,0.0,0.0,2023-09-30
0.0,0.0,-3170000.0,0.0,0.0,-3300000.0,180000.0,-3170000.0,-3170000.0,-130000.0,130000.0,-3300000.0,-3300000.0,3180000.0,330000000.0,330000000.0,-0.01,-0.01,-3300000.0,-3300000.0,0.0,-3300000.0,0.0,-3300000.0,0.0,-3300000.0,0.0,-3300000.0,,0.0,0.0,-130000.0,130000.0,-3180000.0,3000000.0,2700000.0,-180000.0,180000.0,0.0,0.0,2023-06-30
0.0,0.0,-4480000.0,0.0,0.0,-4860000.0,200000.0,-4480000.0,-4480000.0,-380000.0,380000.0,-4860000.0,-4860000.0,4660000.0,,,,,-4860000.0,-4860000.0,0.0,-4860000.0,,-4860000.0,,-4860000.0,0.0,-4860000.0,180000.0,0.0,0.0,-380000.0,380000.0,-4660000.0,4460000.0,4130000.0,-200000.0,200000.0,0.0,0.0,2023-03-31
0.0,0.0,-5460000.0,0.0,0.0,-5860000.0,200000.0,-5460000.0,-5460000.0,-400000.0,400000.0,-5860000.0,-5860000.0,5680000.0,293000000.0,293000000.0,-0.02,-0.02,-5860000.0,-5860000.0,0.0,-5860000.0,0.0,-5860000.0,0.0,-5860000.0,0.0,-5860000.0,220000.0,0.0,0.0,-400000.0,400000.0,-5680000.0,5480000.0,5000000.0,-200000.0,200000.0,0.0,0.0,2022-12-31
