Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
53025912.0,53025912.0,61080000.0,2336330000.0,2368220000.0,2246950000.0,2336330000.0,56650000.0,2363790000.0,2365920000.0,2364130000.0,340000.0,2363790000.0,2257740000.0,106050000.0,106050000.0,1821990000.0,91760000.0,,50380000.0,48250000.0,2130000.0,41380000.0,1730230000.0,64930000.0,10700000.0,8400000.0,2300000.0,,3980000.0,1629590000.0,,1629590000.0,4186120000.0,208940000.0,1880000.0,,45170000.0,43280000.0,43280000.0,16210000.0,27460000.0,18590000.0,8870000.0,74940000.0,,74940000.0,0.0,74940000.0,,,,3977180000.0,109640000.0,,,,97030000.0,2649920000.0,,,1120590000.0,836610000.0,283980000.0,,2024-03-31
53025912.0,53025912.0,66000000.0,1918070000.0,1956270000.0,1870640000.0,1918070000.0,59890000.0,1950160000.0,1952940000.0,1951930000.0,1770000.0,1950160000.0,1844110000.0,106050000.0,106050000.0,2194530000.0,93600000.0,,55340000.0,52560000.0,2780000.0,38260000.0,2100930000.0,69550000.0,10660000.0,7330000.0,3330000.0,,6180000.0,1992880000.0,,1992880000.0,4146460000.0,174890000.0,2080000.0,,35980000.0,3580000.0,3580000.0,16630000.0,32090000.0,23220000.0,8870000.0,84530000.0,,84530000.0,0.0,84530000.0,,,,3971570000.0,272750000.0,,,,66930000.0,3128800000.0,,,503090000.0,355570000.0,147520000.0,,2023-09-30
52250000.0,52250000.0,72990000.0,1527360000.0,1577310000.0,1455620000.0,1527360000.0,62760000.0,1567080000.0,1575910000.0,1571090000.0,4010000.0,1567080000.0,36580000.0,104500000.0,104500000.0,1658080000.0,94870000.0,29390000.0,65480000.0,56650000.0,8830000.0,29390000.0,1563210000.0,2650000.0,7510000.0,6110000.0,1400000.0,2420000.0,2420000.0,1537080000.0,143860000.0,1393220000.0,3229170000.0,210340000.0,5930000.0,9340000.0,24800000.0,39010000.0,39010000.0,17050000.0,39720000.0,30850000.0,8870000.0,83830000.0,-83550000.0,167380000.0,430000.0,83400000.0,76000000.0,90950000.0,0.0,3018830000.0,42010000.0,178690000.0,114330000.0,59260000.0,13890000.0,2018890000.0,0.0,2018890000.0,633770000.0,444120000.0,189650000.0,189650000.0,2023-03-31
