Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Other Investments,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Non Current Deferred Revenue,Financial Assets Designatedas Fair Value Through Profitor Loss Total
20232104.0,20232104.0,14029500000.0,14257200000.0,5996700000.0,20175300000.0,-4864500000.0,5996700000.0,83500000.0,6001600000.0,13556300000.0,6001600000.0,0.0,6001600000.0,5900400000.0,,101200000.0,101200000.0,20738000000.0,8048900000.0,108400000.0,,,169400000.0,7592500000.0,37800000.0,7554700000.0,178600000.0,12689100000.0,518600000.0,,6664700000.0,45700000.0,6619000000.0,,464700000.0,4466000000.0,,,21900000.0,4444100000.0,26739600000.0,18915000000.0,520500000.0,,,,,354300000.0,354300000.0,,,4900000.0,4900000.0,18035300000.0,,18035300000.0,3301000000.0,14734300000.0,,,,,7824600000.0,676200000.0,,,,3706700000.0,,,,,,2928800000.0,,,512900000.0,368700000.0,144200000.0,,,2024-03-31,,
20232104.0,20232104.0,10565900000.0,12046200000.0,7372600000.0,19216800000.0,-903100000.0,7372600000.0,208700000.0,7379300000.0,15013600000.0,7379300000.0,0.0,7379300000.0,,105100000.0,101200000.0,101200000.0,17453800000.0,8055000000.0,,0.0,140600000.0,223700000.0,7690700000.0,56400000.0,7634300000.0,,9398800000.0,,22800000.0,4355500000.0,152300000.0,4203200000.0,622700000.0,39000000.0,4047600000.0,174800000.0,0.0,0.0,3872800000.0,24833100000.0,16337400000.0,,443500000.0,0.0,0.0,47400000.0,48800000.0,48800000.0,11100000.0,11100000.0,6700000.0,6700000.0,15779900000.0,-3709800000.0,19489700000.0,1232800000.0,516700000.0,15776000000.0,1368700000.0,595500000.0,0.0,8495700000.0,9300000.0,48000000.0,0.0,546700000.0,3853700000.0,1921700000.0,417000000.0,1515000000.0,36900000.0,6800000.0,2722700000.0,-75600000.0,2798300000.0,1271600000.0,,1271600000.0,831000000.0,440600000.0,2023-06-30,,
