Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Treasury Stock,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Assets Held For Sale Current
3798517.0,235280911.0,239079428.0,1961100000.0,5352500000.0,18184000000.0,23288400000.0,8771400000.0,18184000000.0,1870700000.0,19806600000.0,21173700000.0,19806600000.0,19806600000.0,19328400000.0,,,,478200000.0,478200000.0,14583700000.0,3560000000.0,57900000.0,132600000.0,2918500000.0,1551400000.0,1367100000.0,451000000.0,11023700000.0,591200000.0,,2434000000.0,319300000.0,2114700000.0,93300000.0,7168100000.0,,,31300000.0,7136800000.0,34390300000.0,14595200000.0,857600000.0,,122000000.0,819900000.0,,819900000.0,,,,1622600000.0,692900000.0,929700000.0,11077100000.0,,11077100000.0,576000000.0,10501100000.0,,,,,19795100000.0,785700000.0,,,5270300000.0,,,,40000000.0,8043700000.0,,,5655400000.0,4134700000.0,1520700000.0,,,2024-03-31,
3933640.0,235145788.0,239079428.0,5063400000.0,7649700000.0,17187000000.0,24739600000.0,3281300000.0,17187000000.0,1680600000.0,18770500000.0,20469700000.0,18770500000.0,18770500000.0,18292300000.0,,,,478200000.0,478200000.0,17288800000.0,3874000000.0,45000000.0,299500000.0,3124400000.0,1425200000.0,1699200000.0,405100000.0,13414800000.0,575800000.0,,4525300000.0,255400000.0,4269900000.0,131200000.0,7491600000.0,,,88100000.0,7403500000.0,36059300000.0,19363200000.0,285100000.0,,72400000.0,7035500000.0,,7035500000.0,,,,1583500000.0,654200000.0,929300000.0,10228700000.0,,10228700000.0,934400000.0,9294300000.0,,,,,16696100000.0,932800000.0,,,5571100000.0,,,,40000000.0,8059000000.0,,,2093200000.0,1187500000.0,905700000.0,,,2023-09-30,
4027640.0,235051788.0,239079428.0,4447000000.0,7131000000.0,14296000000.0,21434000000.0,3145000000.0,14296000000.0,1605000000.0,15908000000.0,17624000000.0,15908000000.0,15908000000.0,97000000.0,8000000.0,9163000000.0,5032000000.0,478000000.0,478000000.0,16335000000.0,3646000000.0,41000000.0,152000000.0,3065000000.0,1349000000.0,1716000000.0,388000000.0,12689000000.0,2000000.0,21000000.0,4066000000.0,256000000.0,3810000000.0,119000000.0,8212000000.0,955000000.0,1000000.0,20600000.0,7256000000.0,32243000000.0,16409000000.0,1000000.0,550000000.0,225000000.0,4023000000.0,8000000.0,4015000000.0,496000000.0,446000000.0,50000000.0,1612000000.0,683000000.0,929000000.0,9496000000.0,-5792000000.0,15288000000.0,852000000.0,8644800000.0,9680000000.0,4242000000.0,514000000.0,0.0,15834000000.0,49000000.0,298000000.0,1086000000.0,5733000000.0,1288000000.0,724000000.0,3721000000.0,938000000.0,6409000000.0,-57000000.0,6466000000.0,1321000000.0,242000000.0,1079000000.0,152000000.0,927000000.0,2023-03-31,
