Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
4421107932.0,4421107932.0,,2590800000.0,16768300000.0,16854200000.0,11492800000.0,16768300000.0,2504900000.0,16768300000.0,16854200000.0,16768300000.0,16768300000.0,,4421100000.0,4421100000.0,14620900000.0,2346700000.0,227500000.0,132800000.0,1853800000.0,1767900000.0,85900000.0,12274200000.0,561200000.0,737000000.0,737000000.0,0.0,605000000.0,14400000.0,9244500000.0,,,9244500000.0,31389200000.0,7622200000.0,117700000.0,,498600000.0,461400000.0,461400000.0,6234500000.0,,6234500000.0,237500000.0,5997000000.0,,,,,23767000000.0,499300000.0,,11398500000.0,,,,60300000.0,8959100000.0,,,2849800000.0,1179800000.0,1670000000.0,,,2024-03-31
4421107932.0,4421107932.0,,2826300000.0,13166400000.0,13248200000.0,8495800000.0,13166400000.0,2744500000.0,13166400000.0,13248200000.0,13166400000.0,13166400000.0,,4421100000.0,4421100000.0,15458100000.0,2580600000.0,220700000.0,136700000.0,2114000000.0,2032200000.0,81800000.0,12877500000.0,676200000.0,712300000.0,712300000.0,0.0,549300000.0,13700000.0,9488800000.0,,,9488800000.0,28624500000.0,7251200000.0,107500000.0,,448600000.0,433600000.0,433600000.0,6036700000.0,,6036700000.0,87200000.0,5949500000.0,,,,,21373300000.0,471700000.0,,11497900000.0,,,,44200000.0,9111600000.0,,,247900000.0,97200000.0,150700000.0,,,2023-09-30
4421107932.0,4421107932.0,457000000.0,3726000000.0,13305000000.0,14123000000.0,8486000000.0,13305000000.0,2908000000.0,13305000000.0,13383000000.0,13305000000.0,13305000000.0,4941000000.0,4421000000.0,4421000000.0,15672000000.0,2793000000.0,197000000.0,141000000.0,2352000000.0,2274000000.0,78000000.0,12879000000.0,340000000.0,1374000000.0,634000000.0,740000000.0,457000000.0,13000000.0,10337000000.0,1073000000.0,7000000.0,9257000000.0,28977000000.0,7612000000.0,466800000.0,768000000.0,411000000.0,0.0,407400000.0,6062000000.0,-4581000000.0,10643000000.0,270000000.0,5792400000.0,5933000000.0,4316000000.0,124000000.0,0.0,21365000000.0,775900000.0,778000000.0,12096000000.0,1502000000.0,2141000000.0,8453000000.0,93000000.0,8004000000.0,-8000000.0,8012000000.0,394000000.0,33000000.0,361000000.0,0.0,361000000.0,2023-03-31
