Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Total Unusual Items,Total Unusual Items Excluding Goodwill,Special Income Charges
0.0,0.0,14046000.0,6440000.0,581000.0,50458000.0,14046000.0,13465000.0,-7025000.0,7025000.0,6440000.0,6440000.0,140022000.0,10062500.0,10062500.0,0.64,0.64,6440000.0,6440000.0,0.0,6440000.0,6440000.0,0.0,6440000.0,0.0,6440000.0,808000.0,-7025000.0,7025000.0,12658000.0,89564000.0,80946000.0,581000.0,581000.0,102222000.0,50458000.0,152680000.0,152680000.0,2023-09-30,,,
0.0,0.234723,14421000.0,8353000.0,1036000.0,120779000.0,14421000.0,13385000.0,-2470000.0,2470000.0,8353000.0,8353000.0,169159000.0,10186585.0,10186585.0,0.82,0.82,8353000.0,8353000.0,0.0,8353000.0,8353000.0,,8353000.0,2562000.0,10915000.0,2319000.0,-2470000.0,2470000.0,11066000.0,48380000.0,39271000.0,1036000.0,1036000.0,59446000.0,120779000.0,180225000.0,180225000.0,2024-06-30 00:00:00,0.0,0.0,0.0
8241300.0,0.3,-17899000.0,2587000.0,7000.0,137599000.0,9572000.0,9565000.0,167000.0,-9703000.0,-16642700.0,2587000.0,260030000.0,,,,,2587000.0,2587000.0,0.0,2587000.0,2587000.0,,2587000.0,16681000.0,19268000.0,-30106000.0,167000.0,-9703000.0,21733000.0,122431000.0,-163650000.0,7000.0,7000.0,144164000.0,137599000.0,281763000.0,281763000.0,2024-03-31 00:00:00,27471000.0,27471000.0,27471000.0
0.0,0.0,43430000.0,37794000.0,525000.0,59139000.0,43430000.0,42905000.0,-5111000.0,5111000.0,37794000.0,37794000.0,158031000.0,10132440.0,10132440.0,3.73,3.73,37794000.0,37794000.0,0.0,37794000.0,37794000.0,,37794000.0,0.0,37794000.0,30054000.0,-5111000.0,5111000.0,12851000.0,98892000.0,89762000.0,525000.0,525000.0,111743000.0,59139000.0,170882000.0,170882000.0,2023-12-31 00:00:00,0.0,0.0,0.0
0.0,0.260157,9025000.0,1985000.0,551000.0,110031000.0,9025000.0,8474000.0,-5791000.0,5791000.0,1985000.0,1985000.0,124953000.0,9925000.0,9925000.0,0.2,0.2,1985000.0,1985000.0,0.0,1985000.0,1985000.0,,1985000.0,698000.0,2683000.0,857000.0,-5791000.0,5791000.0,7617000.0,14922000.0,9334000.0,551000.0,551000.0,22539000.0,110031000.0,132570000.0,132570000.0,2023-06-30 00:00:00,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-31 00:00:00,6423000.0,6423000.0,6423000.0
