Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
72296395.0,72296395.0,8074800000.0,10462000000.0,5922900000.0,14345200000.0,-40500000.0,5922900000.0,2095000000.0,5978200000.0,9370200000.0,6066900000.0,88700000.0,5978200000.0,5833600000.0,,,144600000.0,144600000.0,18136200000.0,5971700000.0,55400000.0,,,5196100000.0,1804100000.0,3392000000.0,145100000.0,12164500000.0,930500000.0,5265900000.0,290900000.0,4975000000.0,43900000.0,3119700000.0,,,3119700000.0,24203100000.0,12079100000.0,605100000.0,,532600000.0,1147900000.0,1147900000.0,,,55300000.0,36200000.0,19100000.0,9673200000.0,,9673200000.0,538900000.0,9134300000.0,,,,,12124000000.0,1272300000.0,,,5893600000.0,,,,,,4533400000.0,,,424700000.0,132500000.0,292200000.0,,2024-03-31
72296395.0,72296395.0,8284600000.0,10649200000.0,5870400000.0,14265900000.0,459300000.0,5870400000.0,2295900000.0,5912600000.0,9000200000.0,5992300000.0,79700000.0,5912600000.0,5768000000.0,,,144600000.0,144600000.0,17816400000.0,5799500000.0,50400000.0,,,5049600000.0,1962000000.0,3087600000.0,132700000.0,12016900000.0,821000000.0,5599600000.0,333900000.0,5265700000.0,51000000.0,2709800000.0,,,2709800000.0,23808700000.0,11332500000.0,342800000.0,,392100000.0,1097200000.0,1097200000.0,,,42200000.0,23100000.0,19100000.0,9419000000.0,,9419000000.0,243600000.0,9175400000.0,,,,,12476200000.0,1445400000.0,,,6700200000.0,,,,,,4128100000.0,,,202500000.0,133800000.0,68700000.0,,2023-09-30
72296395.0,72296395.0,7024790000.0,9575343000.0,5711884000.0,12874210000.0,871118000.0,5711884000.0,2458563000.0,5757430000.0,9037953000.0,5830230000.0,72800000.0,5757430000.0,5612800000.0,4624681000.0,718589000.0,144593000.0,144593000.0,17196300000.0,6092959000.0,47700000.0,47708000.0,495492000.0,5416233000.0,2135710000.0,3280523000.0,133526000.0,11103341000.0,941900000.0,4159110000.0,322853000.0,3836257000.0,60706000.0,6750435000.0,3777525000.0,700000.0,2972210000.0,23026530000.0,11052071000.0,150000.0,128372000.0,362715000.0,6149000.0,6149000.0,873306000.0,873306000.0,45546000.0,26446000.0,19100000.0,9608470000.0,-2201830000.0,11810300000.0,530061000.0,9078400000.0,5933932000.0,4197621000.0,1148686000.0,0.0,11974459000.0,170177000.0,700000.0,959592000.0,6837670000.0,125900000.0,4613729000.0,337717000.0,1760324000.0,138229000.0,3776101000.0,-503968000.0,4280069000.0,91990000.0,144300000.0,91990000.0,91990000.0,2023-03-31
