Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Net Income Extraordinary
-1897.188021,0.237149,455009000.0,-8000.0,-8000.0,305387000.0,5142000.0,212257000.0,455001000.0,449859000.0,-49536000.0,49536000.0,305393102.811979,305387000.0,304960000.0,,,,,305387000.0,305387000.0,0.0,305387000.0,,305387000.0,305387000.0,94936000.0,400323000.0,65647000.0,-8000.0,8000.0,-49536000.0,49536000.0,384220000.0,92703000.0,87561000.0,5142000.0,5142000.0,476923000.0,212257000.0,689180000.0,689180000.0,2024-03-31,
-9870.001864,0.266757,572171000.0,-37000.0,-37000.0,385573000.0,5044000.0,170408000.0,572134000.0,567090000.0,-41244000.0,41244000.0,385600129.998136,385573000.0,262244000.0,33881634.0,33881634.0,11.38,11.38,385573000.0,385573000.0,0.0,385573000.0,0.0,385573000.0,385573000.0,140273000.0,525846000.0,71211000.0,-37000.0,37000.0,-41244000.0,41244000.0,495842000.0,91836000.0,86792000.0,5044000.0,5044000.0,587678000.0,170408000.0,758086000.0,758086000.0,2023-12-31,
-110166.802794,0.266103,534296000.0,-414000.0,-414000.0,370201000.0,3768000.0,177438000.0,533882000.0,530114000.0,-25686000.0,25686000.0,370504833.197206,370201000.0,251271000.0,33870174.0,33870174.0,10.93,10.93,370201000.0,370201000.0,0.0,370201000.0,0.0,370201000.0,370201000.0,134230000.0,504428000.0,46066000.0,-414000.0,414000.0,-25686000.0,25686000.0,484453000.0,73833000.0,70065000.0,3768000.0,3768000.0,558286000.0,177438000.0,735724000.0,735724000.0,2023-09-30,
11630571.512635,0.265684,37431000.0,43776000.0,43776000.0,44922000.0,3239000.0,199149000.0,81207000.0,77968000.0,-16790000.0,16790000.0,12776571.512635,44922000.0,296606000.0,,,,,44922000.0,44922000.0,0.0,44922000.0,0.0,44922000.0,44922000.0,16254000.0,61178000.0,-65637000.0,0.0,0.0,-16790000.0,16790000.0,99829000.0,97457000.0,94218000.0,3239000.0,3239000.0,197286000.0,199149000.0,396435000.0,396435000.0,2023-03-31,
-4497.860701,0.26458,213268000.0,-17000.0,-17000.0,140084000.0,2766000.0,231613000.0,213251000.0,210485000.0,-20002000.0,20002000.0,140096502.139299,140084000.0,301861000.0,31765079.0,31060754.0,4.41,4.51,140084000.0,140084000.0,0.0,140084000.0,0.0,140084000.0,140084000.0,50398000.0,190483000.0,37096000.0,-17000.0,17000.0,-20002000.0,20002000.0,173406000.0,70248000.0,67482000.0,2766000.0,2766000.0,243654000.0,231613000.0,475267000.0,475267000.0,2022-12-31,
-73851.557489,0.219144,572756000.0,-337000.0,-337000.0,400558000.0,5103000.0,206690000.0,572419000.0,567316000.0,-54343000.0,54343000.0,400821148.442511,400558000.0,281863000.0,33859510.0,33859510.0,11.83,11.83,400558000.0,400558000.0,0.0,400558000.0,,400558000.0,400558000.0,112415000.0,512973000.0,10027000.0,-337000.0,,-54343000.0,54343000.0,557626000.0,75173000.0,70070000.0,5103000.0,5103000.0,632799000.0,206690000.0,839489000.0,839489000.0,2024-06-30 00:00:00,0.0
-15027.857669,0.190226,227638000.0,-79000.0,-79000.0,170340000.0,3406000.0,138899000.0,227559000.0,224153000.0,-13798000.0,13798000.0,170403972.142331,170340000.0,199827000.0,33864215.0,33864215.0,5.03,5.03,170337000.0,170337000.0,0.0,170337000.0,,170337000.0,170340000.0,40015000.0,210355000.0,5247000.0,-79000.0,,-13798000.0,13798000.0,218985000.0,60928000.0,57522000.0,3406000.0,3406000.0,279913000.0,138899000.0,418812000.0,418812000.0,2023-06-30 00:00:00,-3000.0
