Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
34232084.0,34232084.0,3446566000.0,3547646000.0,5339543000.0,8882190000.0,2143538000.0,5339543000.0,15521000.0,5350065000.0,6837900000.0,5350065000.0,5350065000.0,5178905000.0,,,171160000.0,171160000.0,5350146000.0,1795902000.0,,,36783000.0,190753000.0,1497237000.0,9402000.0,1487835000.0,71129000.0,3554244000.0,144854000.0,,2050409000.0,6119000.0,2044290000.0,,29169000.0,813066000.0,,,14096000.0,798970000.0,10700211000.0,5002429000.0,203663000.0,226618000.0,55139000.0,55139000.0,77928000.0,,10522000.0,10522000.0,4428559000.0,,4428559000.0,195883000.0,4232676000.0,,,,,5697782000.0,514468000.0,,,2720263000.0,,,,21685000.0,2073711000.0,,,367655000.0,282096000.0,85559000.0,,2024-03-31
34232084.0,34232084.0,3136023000.0,3233502000.0,5169009000.0,8399026000.0,2003743000.0,5169009000.0,18513000.0,5184037000.0,6457857000.0,5184037000.0,5184037000.0,5012877000.0,,,171160000.0,171160000.0,5192259000.0,1547085000.0,,,41006000.0,171937000.0,1286079000.0,12259000.0,1273820000.0,48063000.0,3645174000.0,248236000.0,,1947423000.0,6254000.0,1941169000.0,,21315000.0,907425000.0,,,15545000.0,891880000.0,10376296000.0,4727379000.0,153625000.0,176078000.0,79566000.0,79566000.0,70459000.0,70459000.0,15028000.0,15028000.0,4232623000.0,,4232623000.0,419277000.0,3813346000.0,,,,,5648917000.0,463559000.0,,,3124008000.0,,,,20313000.0,1836576000.0,,,204461000.0,125495000.0,78966000.0,,2023-09-30
34232084.0,34232084.0,3565873000.0,3734081000.0,5073651000.0,8802629000.0,2165077000.0,5073651000.0,22136000.0,5090684000.0,6326472000.0,5090684000.0,5090684000.0,482000.0,2690089000.0,313200000.0,171160000.0,171160000.0,5595071000.0,1522195000.0,1000.0,40792000.0,45230000.0,184876000.0,1251297000.0,15509000.0,1235788000.0,40792000.0,4072876000.0,113437000.0,14096000.0,2482784000.0,6627000.0,2476157000.0,21315000.0,21315000.0,888667000.0,430000.0,2391000.0,14096000.0,885846000.0,10685755000.0,4447802000.0,217000.0,427815000.0,4784000.0,4784000.0,60776000.0,60776000.0,17033000.0,17033000.0,3899802000.0,-3059888000.0,6959690000.0,218494000.0,271693000.0,4736260000.0,1610582000.0,122661000.0,0.0,6237953000.0,-2000.0,169227000.0,284278000.0,3141155000.0,1415124000.0,575252000.0,1150779000.0,324611000.0,2121279000.0,-129690000.0,2250969000.0,197405000.0,51333000.0,146072000.0,146072000.0,2023-03-31
