Tax Effect Of Unusual Items,Tax Rate For Calcs,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Special Income Charges,Gain On Sale Of Security,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Total Revenue,Operating Revenue,Date
0.0,0.222254,,,3734100000.0,505000000.0,16452600000.0,10744100000.0,27196700000.0,3734100000.0,3734100000.0,,,,,3734100000.0,3734100000.0,3734100000.0,-572200000.0,4306300000.0,4306300000.0,1230600000.0,5536900000.0,,-2893400000.0,7690800000.0,2629300000.0,505000000.0,505000000.0,15583700000.0,15583700000.0,2024-03-31
0.0,0.238902,,,4904400000.0,448400000.0,15744800000.0,9885000000.0,25629800000.0,4904400000.0,4904400000.0,397593777.0,392647042.0,12.335203,12.490607,4904400000.0,4904400000.0,4904400000.0,-547500000.0,5451900000.0,5451900000.0,1711300000.0,7163200000.0,,-193600000.0,7271900000.0,2484400000.0,448400000.0,448400000.0,16865000000.0,16865000000.0,2023-12-31
0.0,0.231145,,,4742600000.0,432600000.0,14255200000.0,9320900000.0,23576100000.0,4742600000.0,4742600000.0,397626706.0,392197265.0,11.927267,12.092384,4742600000.0,4742600000.0,4742600000.0,-512600000.0,5255200000.0,5255200000.0,1579900000.0,6835100000.0,,-1403300000.0,6772600000.0,2186800000.0,432600000.0,432600000.0,14473000000.0,14473000000.0,2023-09-30
0.0,0.2353,,,4254000000.0,422200000.0,13110800000.0,8878400000.0,21989200000.0,4254000000.0,4254000000.0,394221986.0,391753691.0,10.790875,10.858864,4254000000.0,4254000000.0,4254000000.0,-474600000.0,4728600000.0,4728600000.0,1455000000.0,6183600000.0,,-2264800000.0,6331800000.0,2109800000.0,422200000.0,422200000.0,12347500000.0,12347500000.0,2023-06-30
0.0,0.22974,,,4127400000.0,420900000.0,11848400000.0,8605700000.0,20454100000.0,4127400000.0,4127400000.0,393833387.0,391294866.0,10.480066,10.548056,4127400000.0,4127400000.0,4127400000.0,-448100000.0,4575500000.0,4575500000.0,1364700000.0,5940200000.0,,-1556000000.0,6131600000.0,2055200000.0,420900000.0,420900000.0,12168300000.0,12168300000.0,2023-03-31
,,0.0,0.0,,,,,,,,393421928.0,391051916.0,9.615631,9.673907,,,,,,,,,0.0,,,,,,,,2022-12-31
0.0,0.224688,0.0,0.0,2880600000.0,460200000.0,14381200000.0,10339600000.0,24720800000.0,2880600000.0,2880600000.0,413879310.0,397872928.0,6.96,7.24,2880600000.0,2880600000.0,2880600000.0,-501000000.0,3381600000.0,3381600000.0,980000000.0,4361600000.0,0.0,-1172700000.0,7460600000.0,2409100000.0,460200000.0,460200000.0,14337900000.0,14337900000.0,2024-06-30 00:00:00
