Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Tradeand Other Payables Non Current,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Retained Earnings,Additional Paid In Capital,Non Current Deferred Revenue,Other Payable,Dividends Payable,Non Current Prepaid Assets,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Trading Securities,Investmentsin Joint Venturesat Cost,Investments In Other Ventures Under Equity Method,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Restricted Cash,Prepaid Assets,Inventories Adjustments Allowances,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Equivalents,Cash Financial
3482063355.0,3482063355.0,69729600000.0,88564600000.0,243492600000.0,332466500000.0,92128900000.0,243492600000.0,484600000.0,244386500000.0,244386500000.0,244386500000.0,244386500000.0,237422400000.0,6964100000.0,6964100000.0,345668500000.0,92340500000.0,41027800000.0,22927600000.0,235500000.0,235500000.0,24890800000.0,253328000000.0,40669400000.0,88329100000.0,249100000.0,88080000000.0,23182700000.0,86962400000.0,86962400000.0,590055000000.0,244598100000.0,136896900000.0,42012600000.0,2072900000.0,2072900000.0,2544800000.0,893900000.0,893900000.0,27930100000.0,27930100000.0,2823200000.0,25106900000.0,345456900000.0,159133800000.0,72205700000.0,2290700000.0,47853800000.0,63972900000.0,45622500000.0,18350400000.0,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,
3482063355.0,3482063355.0,78744000000.0,90403900000.0,259946000000.0,350653500000.0,58214100000.0,259946000000.0,575000000.0,260824600000.0,260824600000.0,260824600000.0,260824600000.0,253860500000.0,6964100000.0,6964100000.0,348367000000.0,92176900000.0,27256600000.0,21927400000.0,286300000.0,286300000.0,39224200000.0,256190100000.0,37725200000.0,90117600000.0,288700000.0,89828900000.0,32104000000.0,84005200000.0,84005200000.0,609191600000.0,294787400000.0,190340400000.0,36576300000.0,1211800000.0,1211800000.0,2354300000.0,878600000.0,878600000.0,27154400000.0,27154400000.0,3227200000.0,23927200000.0,314404200000.0,137379900000.0,74818000000.0,1622900000.0,38660200000.0,61923200000.0,50838300000.0,11084900000.0,2023-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,
3482063355.0,3482063355.0,38244800000.0,54535100000.0,267515300000.0,322130300000.0,67308400000.0,267515300000.0,685100000.0,268280300000.0,268280300000.0,268280300000.0,268280300000.0,261316200000.0,6964100000.0,6964100000.0,325417600000.0,91903200000.0,26058200000.0,21940300000.0,337500000.0,337500000.0,41010200000.0,233514400000.0,39622900000.0,54197600000.0,347600000.0,53850000000.0,27966300000.0,98958300000.0,98958300000.0,593697900000.0,292875100000.0,193001400000.0,34226200000.0,870900000.0,870900000.0,2322900000.0,765000000.0,765000000.0,27533300000.0,27533300000.0,3445900000.0,24087400000.0,300822800000.0,130508400000.0,67559000000.0,2263800000.0,31283500000.0,69208100000.0,53602900000.0,15605200000.0,2023-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,
