Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
562042373.0,562042373.0,330163000.0,22504293000.0,22553138000.0,2540013000.0,22504293000.0,330163000.0,22553138000.0,22553138000.0,22553138000.0,0.0,22553138000.0,19742925000.0,,,2810213000.0,2810213000.0,24865574000.0,454957000.0,114616000.0,,,193953000.0,193953000.0,123419000.0,24410617000.0,8113696000.0,,136210000.0,136210000.0,,7527702000.0,4472701000.0,,,35942000.0,4436759000.0,47418712000.0,20468082000.0,192825000.0,,3491314000.0,8865921000.0,8865921000.0,3519868000.0,,306388000.0,48845000.0,48845000.0,2979917000.0,,2979917000.0,359271000.0,2620646000.0,,,,,26950630000.0,3670605000.0,161000.0,,,6174000.0,,,185936000.0,0.0,3356303000.0,,,19731451000.0,17224845000.0,2506606000.0,,,2024-03-31
562042373.0,562042373.0,231102000.0,21556856000.0,21624476000.0,2766526000.0,21556856000.0,231102000.0,21624476000.0,21624476000.0,21624476000.0,0.0,21624476000.0,18814263000.0,,,2810213000.0,2810213000.0,23559945000.0,446390000.0,161724000.0,,,144053000.0,144053000.0,118140000.0,23113555000.0,7049887000.0,,87049000.0,87049000.0,,7171701000.0,5044918000.0,,,22568000.0,5022350000.0,45184421000.0,19304340000.0,189602000.0,,3308606000.0,8027807000.0,8027807000.0,3154108000.0,,296546000.0,67620000.0,67620000.0,2774888000.0,,2774888000.0,247930000.0,2526958000.0,,,,,25880081000.0,3663091000.0,161000.0,,,10579000.0,,,144399000.0,0.0,3799517000.0,,,18262334000.0,17393976000.0,868358000.0,,,2023-09-30
562042373.0,562042373.0,188808000.0,19592171000.0,19615189000.0,1024749000.0,19592171000.0,188808000.0,19615189000.0,19615189000.0,19615189000.0,0.0,19615189000.0,16804976000.0,48916000.0,559154000.0,2810213000.0,2810213000.0,24264767000.0,280893000.0,14051000.0,114974000.0,14061000.0,128807000.0,128807000.0,114974000.0,23983874000.0,6602328000.0,15523000.0,60001000.0,60001000.0,808316000.0,7349061000.0,4610675000.0,161193000.0,19593000.0,963627000.0,3466262000.0,43879956000.0,18871333000.0,218428000.0,1086001000.0,3369489000.0,7973366000.0,7973366000.0,2668393000.0,2668393000.0,304077000.0,23018000.0,23018000.0,2720980000.0,-1660557000.0,4381537000.0,259193000.0,7872000.0,1123205000.0,2542403000.0,125088000.0,323776000.0,25008623000.0,3982005000.0,161000.0,277568000.0,76563000.0,59056000.0,47551000.0,11505000.0,5010531000.0,4478000.0,3678314000.0,-1480828000.0,5159142000.0,11919947000.0,11285144000.0,634803000.0,22500000.0,612303000.0,2023-03-31
