Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Fixed Assets Revaluation Reserve,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
970998244.0,970998244.0,31156500000.0,32140600000.0,22136900000.0,54684000000.0,16194900000.0,22136900000.0,89500000.0,22632900000.0,53002000000.0,22632900000.0,22632900000.0,12923000000.0,,,,9709900000.0,9709900000.0,38371900000.0,30907100000.0,180800000.0,,30447800000.0,78700000.0,30369100000.0,3500000.0,7464800000.0,290100000.0,1692800000.0,10800000.0,1682000000.0,1089400000.0,2889300000.0,,2889300000.0,61004800000.0,37345100000.0,1104700000.0,,502600000.0,149700000.0,149700000.0,496000000.0,496000000.0,34855900000.0,,34855900000.0,1990700000.0,32865200000.0,,,,,23659700000.0,3047600000.0,,,,14945600000.0,,,,1900000.0,47600000.0,4189500000.0,,,1427500000.0,532900000.0,894600000.0,,2024-03-31
970998244.0,970998244.0,31796800000.0,32539500000.0,21240300000.0,54246300000.0,-15158000000.0,21240300000.0,51000000.0,21757800000.0,21926200000.0,21757800000.0,21757800000.0,12047900000.0,,,,9709900000.0,9709900000.0,38250300000.0,218500000.0,,,215000000.0,46600000.0,168400000.0,3300000.0,38031800000.0,427900000.0,32324500000.0,4400000.0,32320100000.0,980500000.0,2480400000.0,,2480400000.0,60008100000.0,37134300000.0,695800000.0,,850300000.0,78400000.0,78400000.0,517500000.0,517500000.0,34855500000.0,,34855500000.0,1074100000.0,33781400000.0,,,,,22873800000.0,2236200000.0,,,,13536700000.0,,,,,47600000.0,100000.0,,,7053200000.0,6361500000.0,691700000.0,,2023-09-30
970998244.0,970998244.0,33368457000.0,34139848000.0,20048998000.0,54666722000.0,-17294789000.0,20048998000.0,51289000.0,20578163000.0,20836026000.0,20578163000.0,20578163000.0,62064000.0,2147000.0,-8080019000.0,16393083000.0,9709910000.0,9709910000.0,39956924000.0,307413000.0,-100000.0,0.0,304082000.0,46219000.0,257863000.0,3165000.0,39649511000.0,84984000.0,33835766000.0,5070000.0,33830696000.0,933165000.0,4521650000.0,1323826000.0,3197824000.0,60535087000.0,38180365000.0,434900000.0,500098000.0,1297990000.0,81700000.0,81700000.0,529165000.0,529165000.0,35771369000.0,-20590271000.0,56361640000.0,740603000.0,35030800000.0,51018104000.0,4077102000.0,525831000.0,0.0,22354722000.0,1938700000.0,0.0,2106539000.0,1301555000.0,12835954000.0,4667960000.0,508291000.0,7659703000.0,704733000.0,41500000.0,4685787000.0,-167206000.0,4852993000.0,720154000.0,52000.0,720102000.0,720102000.0,2023-03-31
