Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Other Investments,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
989122384.0,989122384.0,769500000.0,21195000000.0,21216900000.0,11083800000.0,21195000000.0,769500000.0,21216900000.0,21216900000.0,21216900000.0,21216900000.0,789500000.0,15345600000.0,4945600000.0,4945600000.0,12982400000.0,828000000.0,,234400000.0,593600000.0,593600000.0,234400000.0,12154400000.0,-300000.0,134100000.0,175900000.0,175900000.0,341600000.0,11001900000.0,3771800000.0,165800000.0,134100000.0,7064300000.0,34199300000.0,10961100000.0,1035500000.0,1627300000.0,781000000.0,4875000000.0,4875000000.0,4875000000.0,21900000.0,21900000.0,3650200000.0,-2675000000.0,6325200000.0,1083600000.0,260500000.0,3517500000.0,1255300000.0,208300000.0,0.0,23238200000.0,1183700000.0,300000.0,165800000.0,1131400000.0,5329200000.0,23300000.0,2261300000.0,3044600000.0,551200000.0,4228200000.0,-90400000.0,4318600000.0,11832100000.0,6900000000.0,4932100000.0,4842500000.0,89600000.0,2023-12-31
989122384.0,989122384.0,499500000.0,18822600000.0,18860300000.0,11147000000.0,18822600000.0,499500000.0,18860300000.0,18860300000.0,18860300000.0,18860300000.0,615300000.0,13163200000.0,4945600000.0,4945600000.0,11829800000.0,638700000.0,37900000.0,187300000.0,413500000.0,413500000.0,,11191100000.0,-9100000.0,128500000.0,86000000.0,86000000.0,339900000.0,10103800000.0,3154500000.0,160700000.0,128500000.0,6788600000.0,30690100000.0,8352000000.0,100000.0,1193700000.0,685500000.0,3250000000.0,3250000000.0,3250000000.0,37700000.0,37700000.0,3177700000.0,-2295400000.0,5473100000.0,607600000.0,252600000.0,3300400000.0,1101800000.0,210700000.0,0.0,22338100000.0,1088700000.0,9100000.0,182100000.0,1045600000.0,5344400000.0,56900000.0,2147500000.0,3140000000.0,258300000.0,3503600000.0,-80900000.0,3584500000.0,11995000000.0,6450000000.0,5545000000.0,5490800000.0,54200000.0,2022-12-31
989122384.0,989122384.0,733300000.0,21319300000.0,21333400000.0,11496200000.0,21319300000.0,733300000.0,21333400000.0,21333400000.0,21333400000.0,21333400000.0,16387800000.0,,4945600000.0,4945600000.0,13444400000.0,777500000.0,,,530900000.0,530900000.0,246600000.0,12666900000.0,888800000.0,,202400000.0,202400000.0,340300000.0,7570400000.0,,,391500000.0,7178900000.0,34777800000.0,10614700000.0,957900000.0,,829600000.0,4875000000.0,94400000.0,94400000.0,14100000.0,14100000.0,3462400000.0,,3462400000.0,459700000.0,3002700000.0,,,,,24163100000.0,1542900000.0,,,,4673400000.0,,,,4000000.0,5211600000.0,,,12731200000.0,7867600000.0,4863600000.0,,,2024-06-30 00:00:00
