Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
94320370.0,94320370.0,2742680000.0,4610602000.0,66345997000.0,71123369000.0,52500408000.0,66345997000.0,64652000.0,66577419000.0,66577419000.0,66680313000.0,102894000.0,66577419000.0,66388778000.0,,,188641000.0,188641000.0,8271341000.0,785602000.0,580902000.0,34050000.0,34050000.0,,170650000.0,7485739000.0,556362000.0,,4576552000.0,30602000.0,4545950000.0,72051000.0,2008064000.0,,,221711000.0,1786353000.0,74951654000.0,14965507000.0,490874000.0,,9930000.0,744366000.0,744366000.0,,231422000.0,32474000.0,198948000.0,11793213000.0,,11793213000.0,921699000.0,10871514000.0,,,,,59986147000.0,1442527000.0,,,,12046604000.0,,,,20487000.0,8803133000.0,,,37673396000.0,35870126000.0,1803270000.0,,,2024-03-31
94320370.0,94320370.0,1884284000.0,4838260000.0,61079596000.0,66096123000.0,48341662000.0,61079596000.0,50235000.0,61308098000.0,61308098000.0,61409000000.0,100902000.0,61308098000.0,61119457000.0,,,188641000.0,188641000.0,10254388000.0,630001000.0,478025000.0,18976000.0,18976000.0,,133000000.0,9624387000.0,684225000.0,,4819284000.0,31259000.0,4788025000.0,59208000.0,2409964000.0,,,485005000.0,1924959000.0,71663388000.0,13697339000.0,324210000.0,,935000.0,69018000.0,69018000.0,,228502000.0,29554000.0,198948000.0,11362507000.0,,11362507000.0,227696000.0,11134811000.0,,,,,57966049000.0,1255293000.0,22801000.0,,,11237801000.0,,,,20141000.0,8913432000.0,,,36516581000.0,33612840000.0,2903741000.0,,,2023-09-30
94320370.0,94320370.0,1885233000.0,5025514000.0,56682262000.0,61873260000.0,44374666000.0,56682262000.0,65514000.0,56913260000.0,56913260000.0,57002621000.0,89361000.0,56913260000.0,56724619000.0,53206561000.0,2879962000.0,188641000.0,188641000.0,9309362000.0,559442000.0,398620000.0,29959000.0,29959000.0,0.0,130863000.0,8749920000.0,16374000.0,181517000.0,4995555000.0,35555000.0,4960000000.0,80799000.0,2934508000.0,319654000.0,1158000.0,181517000.0,2613696000.0,66311983000.0,13187397000.0,296382000.0,802354000.0,7346000.0,9084000.0,4858000.0,4226000.0,230998000.0,32050000.0,198948000.0,10870913000.0,-6441528000.0,17312441000.0,1074432000.0,211582000.0,10513530000.0,4686419000.0,826478000.0,0.0,53124586000.0,1397960000.0,21988000.0,53550000.0,1430692000.0,12180215000.0,7194356000.0,2307638000.0,2678221000.0,288275000.0,8608365000.0,-10559000.0,8618924000.0,30541501000.0,27466734000.0,3074767000.0,0.0,3074767000.0,2023-03-31
