Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Capital Lease Obligations,Retained Earnings,Additional Paid In Capital,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Long Term Capital Lease Obligation,Current Capital Lease Obligation,Pensionand Other Post Retirement Benefit Plans Current,Other Payable,Dividends Payable,Defined Pension Benefit,Non Current Prepaid Assets,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Associatesat Cost,Other Intangible Assets,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Restricted Cash,Prepaid Assets,Work In Process,Raw Materials,Other Receivables,Cash Financial
16862534.0,16862534.0,794636000.0,799595000.0,827988000.0,1627583000.0,852590000.0,827988000.0,827988000.0,842910000.0,828743000.0,755000.0,827988000.0,659363000.0,168625000.0,168625000.0,1214633000.0,134914000.0,0.0,14922000.0,14922000.0,1079719000.0,5654000.0,784673000.0,784673000.0,3598000.0,284935000.0,0.0,284935000.0,2043376000.0,111067000.0,73000.0,152000.0,63360000.0,63360000.0,0.0,47482000.0,47482000.0,0.0,47482000.0,1932309000.0,82351000.0,333662000.0,0.0,1446864000.0,69432000.0,64473000.0,4959000.0,2023-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,
16862534.0,16862534.0,599698000.0,605644000.0,835235000.0,1440918000.0,865700000.0,835235000.0,835274000.0,860217000.0,835989000.0,715000.0,835274000.0,666649000.0,168625000.0,168625000.0,1085461000.0,145090000.0,59000.0,24943000.0,24943000.0,940371000.0,4634000.0,580701000.0,580701000.0,3334000.0,350051000.0,2977000.0,347074000.0,1921450000.0,115379000.0,73000.0,540000.0,63316000.0,63316000.0,39000.0,51411000.0,51411000.0,0.0,51411000.0,1806071000.0,123406000.0,383866000.0,0.0,1232995000.0,65804000.0,59858000.0,5946000.0,2023-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,
16862534.0,16862534.0,878543000.0,907875000.0,817126000.0,1720463000.0,835838000.0,817126000.0,837971000.0,850621000.0,838688000.0,717000.0,837971000.0,,168625000.0,168625000.0,1258260000.0,149871000.0,95000.0,31629000.0,12650000.0,1108389000.0,,876246000.0,869842000.0,,220763000.0,1766000.0,218911000.0,2096948000.0,152721000.0,-560000.0,0.0,5000.0,,20845000.0,69007000.0,321019000.0,0.0,41183000.0,1944227000.0,,309510000.0,,1526967000.0,37972000.0,34023000.0,3949000.0,2024-03-31 00:00:00,25383000.0,435909000.0,180447000.0,,0.0,18979000.0,6404000.0,6426000.0,72000.0,14000.0,1084000.0,29033000.0,5000.0,33307000.0,33307000.0,20845000.0,-252012000.0,249513000.0,27449000.0,2874000.0,0.0,18974000.0,45019000.0,274300000.0,35210000.0,5785000.0,3949000.0
