Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Other Investments,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Trading Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Inventories Adjustments Allowances,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
289174800.0,289174800.0,17568700000.0,17919300000.0,90880300000.0,108913000000.0,43695100000.0,90880300000.0,7600000.0,91001300000.0,95132600000.0,91880400000.0,879100000.0,91001300000.0,90432300000.0,,,569000000.0,569000000.0,27927500000.0,7306700000.0,132800000.0,,,,2850100000.0,4138900000.0,7600000.0,4131300000.0,183100000.0,20620800000.0,762400000.0,13780400000.0,13780400000.0,,37600000.0,3981800000.0,,,398100000.0,3583700000.0,119807900000.0,55492000000.0,1755500000.0,,,12701700000.0,12701700000.0,,,2194900000.0,2194900000.0,121000000.0,96400000.0,24600000.0,38177100000.0,,38177100000.0,607900000.0,37569200000.0,,,,,64315900000.0,6997500000.0,,800000.0,,,41798900000.0,,,,,22400000.0,0.0,12202600000.0,,,3293700000.0,2950700000.0,343000000.0,,,2024-03-31
289142550.0,289142550.0,14951100000.0,15149900000.0,88310600000.0,103497700000.0,47371500000.0,88310600000.0,1800000.0,88349600000.0,97389500000.0,89254200000.0,904600000.0,88349600000.0,87780700000.0,,,568900000.0,568900000.0,25374900000.0,12179700000.0,138300000.0,,,,2800400000.0,9041700000.0,1800000.0,9039900000.0,161200000.0,13195200000.0,683000000.0,6108200000.0,6108200000.0,,71900000.0,4120600000.0,,,473800000.0,3646800000.0,114629100000.0,54062400000.0,804600000.0,,,12230600000.0,12230600000.0,,,1977000000.0,1977000000.0,39000000.0,14400000.0,24600000.0,38597700000.0,,38597700000.0,372400000.0,38225300000.0,,,,,60566700000.0,6452000000.0,,0.0,,,22375000000.0,,,,,41400000.0,0.0,11625400000.0,,,20072900000.0,19875900000.0,197000000.0,,,2023-09-30
289127050.0,289127050.0,16018600000.0,16776300000.0,85591600000.0,102409000000.0,43396800000.0,85591600000.0,1700000.0,85634400000.0,94947900000.0,86519600000.0,885200000.0,85634400000.0,6700000.0,68806200000.0,917900000.0,568900000.0,568900000.0,26806000000.0,12357600000.0,14300000.0,174800000.0,40500000.0,129900000.0,2682900000.0,9315200000.0,1700000.0,9313500000.0,174800000.0,14448400000.0,360800000.0,7461100000.0,7461100000.0,54400000.0,33800000.0,6028400000.0,1889500000.0,39600000.0,409900000.0,3689400000.0,113325600000.0,55480400000.0,200000.0,870900000.0,8496100000.0,3940500000.0,297200000.0,3141800000.0,501500000.0,1883800000.0,1883800000.0,42800000.0,18200000.0,24600000.0,39841400000.0,-25568100000.0,65409500000.0,510200000.0,39331500000.0,49518800000.0,14013600000.0,1366900000.0,0.0,57845200000.0,6538700000.0,0.0,1600000.0,538700000.0,4918000000.0,23926800000.0,-27500000.0,8001000000.0,2422500000.0,13530800000.0,1935800000.0,,11909900000.0,-185800000.0,12095700000.0,14614400000.0,13858400000.0,756000000.0,4000000.0,752000000.0,2023-03-31
