Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investments In Other Ventures Under Equity Method,Investment Properties,Net PPE,Accumulated Depreciation,Gross PPE,Machinery Furniture Equipment,Current Assets,Prepaid Assets,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Non Current Pension And Other Postretirement Benefit Plans
37667628.0,37667628.0,,62012870000.0,62012870000.0,3079940000.0,62012870000.0,,62012870000.0,62012870000.0,62012870000.0,62012870000.0,61824530000.0,,188340000.0,188340000.0,6123260000.0,6097520000.0,380000.0,6064850000.0,,,50000.0,25740000.0,25740000.0,,25700000.0,40000.0,68136130000.0,65030450000.0,170000.0,0.0,24425070000.0,24425070000.0,,40456640000.0,,129790000.0,18780000.0,,,,3105680000.0,,230630000.0,3200000.0,,,,2871850000.0,2520700000.0,351150000.0,,,2024-03-31,,
37667628.0,37667628.0,,53161010000.0,53161010000.0,2792710000.0,53161010000.0,,53161010000.0,53161010000.0,53161010000.0,53161010000.0,,,188340000.0,188340000.0,5089770000.0,5027540000.0,20000.0,5025680000.0,,,,62230000.0,62230000.0,,62210000.0,20000.0,58250780000.0,55395840000.0,750000.0,0.0,23603010000.0,23603010000.0,,31641080000.0,,129840000.0,21160000.0,,,,2854940000.0,,230850000.0,0.0,,,,2624090000.0,2603100000.0,20990000.0,,,2023-09-30,,
37667628.0,37667628.0,0.0,46899940000.0,46899940000.0,19238580000.0,46899940000.0,0.0,46899940000.0,46899940000.0,46899940000.0,46899940000.0,-10000.0,18319110000.0,188340000.0,188340000.0,4209060000.0,4207820000.0,750000.0,4181330000.0,0.0,0.0,26490000.0,1240000.0,1240000.0,750000.0,0.0,490000.0,51109000000.0,31869180000.0,1370000.0,27140000.0,985370000.0,17955900000.0,985370000.0,30703450000.0,30703450000.0,129910000.0,23310000.0,-22510000.0,45820000.0,45820000.0,19239820000.0,270850000.0,236510000.0,3170000.0,14530000.0,-1450000.0,15980000.0,18717930000.0,18639490000.0,78440000.0,74900000.0,3540000.0,2023-03-31,,
