Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Pensionand Other Post Retirement Benefit Plans Current,Long Term Equity Investment,Investments In Other Ventures Under Equity Method,Investmentsin Associatesat Cost,Work In Process
35484875.0,35484875.0,7298100000.0,8076300000.0,8237600000.0,16733200000.0,14657200000.0,8237600000.0,,8656900000.0,16300100000.0,9936400000.0,1279500000.0,8656900000.0,8302100000.0,,,354800000.0,354800000.0,9697500000.0,8102300000.0,111400000.0,,281800000.0,,7643200000.0,7643200000.0,59100000.0,1595200000.0,563700000.0,433100000.0,,433100000.0,183300000.0,392200000.0,,,21500000.0,370700000.0,19633900000.0,3381500000.0,566200000.0,,1406900000.0,1406900000.0,419300000.0,3300000.0,416000000.0,294900000.0,,,,,,,16252400000.0,1049100000.0,,,11567300000.0,,,80100000.0,96300000.0,2147900000.0,,,1311700000.0,533500000.0,778200000.0,,,2024-03-31,,,,,
35484875.0,35484875.0,8432800000.0,8630100000.0,7655900000.0,16704100000.0,13872000000.0,7655900000.0,,8074000000.0,16077400000.0,9301900000.0,1227900000.0,8074000000.0,7719200000.0,,,354800000.0,354800000.0,9947600000.0,8737400000.0,413400000.0,,285900000.0,,8003400000.0,8003400000.0,34000000.0,1210200000.0,,626700000.0,,626700000.0,144700000.0,369800000.0,,,1400000.0,368400000.0,19249500000.0,4167300000.0,521700000.0,,542000000.0,542000000.0,418100000.0,2100000.0,416000000.0,263400000.0,,,,,,,15082200000.0,1081500000.0,,,12061800000.0,,,132100000.0,55500000.0,1265400000.0,,,485900000.0,288600000.0,197300000.0,,,2023-09-30,,,,,
35484875.0,35484875.0,8161845000.0,8441084000.0,7318431000.0,16170067000.0,13643395000.0,7318431000.0,7718000.0,7736701000.0,15795817000.0,8931603000.0,1194902000.0,7736701000.0,7381900000.0,5819088000.0,225457000.0,354849000.0,354849000.0,10284489000.0,9184361000.0,176650000.0,33954000.0,289259000.0,624724000.0,8059116000.0,8059116000.0,34000000.0,1100128000.0,91452000.0,381968000.0,7718000.0,374250000.0,103549000.0,404504000.0,11534000.0,10269000.0,0.0,382701000.0,19216092000.0,4472569000.0,470004000.0,62566000.0,553783000.0,553783000.0,418270000.0,2293000.0,415977000.0,269113000.0,-218333000.0,487445000.0,283409000.0,59368000.0,144668000.0,0.0,14743523000.0,752207000.0,16951000.0,131513000.0,11753050000.0,846863000.0,10906187000.0,119983000.0,108555000.0,1368291000.0,-5757000.0,1374048000.0,492973000.0,221452000.0,271521000.0,0.0,271521000.0,2023-03-31,,,,,
