Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date
73791.0,119009405.0,119083196.0,,44600000.0,12267100000.0,12337200000.0,3482000000.0,12267100000.0,5800000.0,12298400000.0,12298400000.0,12315000000.0,16600000.0,12298400000.0,12060200000.0,238200000.0,238200000.0,9377100000.0,131400000.0,97000000.0,2200000.0,2200000.0,32200000.0,9245700000.0,1801400000.0,42400000.0,3600000.0,38800000.0,38100000.0,6949700000.0,70200000.0,6879500000.0,21692100000.0,8964400000.0,367100000.0,6100000.0,2355100000.0,2355100000.0,163700000.0,31300000.0,6037000000.0,6037000000.0,436400000.0,5600600000.0,12727700000.0,648400000.0,5534000000.0,8300000.0,1643100000.0,4893900000.0,4411800000.0,482100000.0,2024-03-31
37471.0,119045725.0,119083196.0,372100000.0,607500000.0,10417100000.0,11042700000.0,2919100000.0,10417100000.0,9700000.0,10444900000.0,10444900000.0,10461500000.0,16600000.0,10444900000.0,10206700000.0,238200000.0,238200000.0,8256700000.0,161700000.0,127600000.0,4400000.0,4400000.0,29700000.0,8095000000.0,1426100000.0,603100000.0,5300000.0,597800000.0,30100000.0,5800000000.0,45900000.0,5754100000.0,18718200000.0,7704100000.0,24800000.0,,1960600000.0,1960600000.0,114000000.0,27800000.0,5565100000.0,5565100000.0,549900000.0,5015200000.0,11014100000.0,694100000.0,5400000000.0,5900000.0,1730600000.0,3183500000.0,2957800000.0,225700000.0,2023-09-30
,119045725.0,119045725.0,,74400000.0,9160700000.0,9247600000.0,2486100000.0,9160700000.0,12400000.0,9185600000.0,9185600000.0,9201800000.0,16200000.0,9185600000.0,8947400000.0,238200000.0,238200000.0,6795600000.0,166900000.0,133400000.0,6900000.0,6900000.0,26600000.0,6628700000.0,1295800000.0,67500000.0,5500000.0,62000000.0,25100000.0,5009300000.0,0.0,5009300000.0,15997400000.0,6882600000.0,41600000.0,,1715600000.0,1715600000.0,115200000.0,24900000.0,4978600000.0,4978600000.0,244200000.0,4734400000.0,9114800000.0,543000000.0,4185400000.0,6600000.0,1693400000.0,2686400000.0,2471600000.0,214800000.0,2023-03-31
