Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Rent Expense Supplemental,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Rent And Landing Fees,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.133787,243675000.0,75636000.0,85111000.0,1251373000.0,243675000.0,158564000.0,-71246000.0,71246000.0,75636000.0,75636000.0,1624739000.0,22348000.0,,,,,75636000.0,75636000.0,0.0,75636000.0,75636000.0,75636000.0,11682000.0,87318000.0,156673000.0,-71246000.0,71246000.0,-2114000.0,373366000.0,117632000.0,85111000.0,85111000.0,22348000.0,371252000.0,1251373000.0,1622625000.0,1622625000.0,2024-03-31
0.0,0.262589,216707000.0,39801000.0,84760000.0,1048876000.0,216707000.0,131947000.0,-77973000.0,77973000.0,39801000.0,39801000.0,1393975000.0,25261000.0,973789640.0,973789640.0,0.03,0.03,39801000.0,39801000.0,0.0,39801000.0,39801000.0,39801000.0,14173000.0,53974000.0,91285000.0,-77973000.0,77973000.0,40662000.0,345099000.0,72311000.0,84760000.0,84760000.0,25261000.0,385761000.0,1048876000.0,1434637000.0,1434637000.0,2023-12-31
0.0,0.296622,206069000.0,28880000.0,81241000.0,1288072000.0,206069000.0,124828000.0,-83769000.0,83769000.0,28880000.0,28880000.0,1668207000.0,49730000.0,1577933089.0,1577933089.0,0.02,0.02,28880000.0,28880000.0,0.0,28880000.0,28880000.0,28880000.0,12179000.0,41059000.0,140954000.0,-83769000.0,83769000.0,-16126000.0,380135000.0,110814000.0,81241000.0,81241000.0,49730000.0,364009000.0,1288072000.0,1652081000.0,1652081000.0,2023-09-30
0.0,0.299256,217938000.0,27507000.0,83324000.0,1372574000.0,217938000.0,134614000.0,-95360000.0,95360000.0,27507000.0,27507000.0,1716704000.0,50605000.0,973789640.0,973789640.0,0.02,0.02,27507000.0,27507000.0,0.0,27507000.0,27507000.0,27507000.0,11747000.0,39254000.0,63688000.0,-95360000.0,95360000.0,70926000.0,344130000.0,84807000.0,83324000.0,83324000.0,50605000.0,415056000.0,1372574000.0,1787630000.0,1787630000.0,2023-06-30
0.0,0.177926,230135000.0,63266000.0,73632000.0,1302463000.0,230135000.0,156503000.0,155274000.0,79544000.0,63266000.0,63266000.0,1508719000.0,17704000.0,,,,,63266000.0,63266000.0,0.0,63266000.0,63266000.0,63266000.0,13693000.0,76959000.0,-57717000.0,155274000.0,79544000.0,-16929000.0,206256000.0,-59492000.0,73632000.0,71210000.0,17704000.0,189327000.0,1302463000.0,1491790000.0,1491790000.0,2023-03-31
,,,,,,,,,,,,,,973789640.0,973789640.0,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.294081,209849000.0,30975000.0,87566000.0,1340069000.0,209849000.0,122283000.0,-78404000.0,78404000.0,30975000.0,30975000.0,1725499000.0,32462000.0,973789640.0,973789640.0,0.02,0.02,30975000.0,30975000.0,0.0,30975000.0,30975000.0,30975000.0,12904000.0,43879000.0,131028000.0,-78404000.0,78404000.0,-8786000.0,385430000.0,117656000.0,87566000.0,87566000.0,32462000.0,376644000.0,1340069000.0,1716713000.0,1716713000.0,2024-06-30 00:00:00
