Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Subsidiariesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
22160000.0,22160000.0,473013000.0,487075000.0,1203227000.0,1690338000.0,148226000.0,1203227000.0,1203263000.0,1382215000.0,1203263000.0,1203263000.0,981663000.0,,,221600000.0,221600000.0,1140949000.0,374790000.0,58372000.0,20595000.0,,,19573000.0,178952000.0,178952000.0,766159000.0,196069000.0,,308123000.0,308123000.0,6574000.0,212101000.0,,4905000.0,207196000.0,2344212000.0,1429827000.0,49377000.0,,,26192000.0,26192000.0,,0.0,0.0,36000.0,,1354222000.0,,1354222000.0,2902000.0,1351320000.0,,,,,914385000.0,228807000.0,,,366886000.0,,,,,113204000.0,171215000.0,34273000.0,20211000.0,14062000.0,,2024-03-31
22160000.0,22160000.0,332850000.0,582099000.0,1191012000.0,1527686000.0,42280000.0,1191012000.0,1191048000.0,1191048000.0,1191048000.0,1191048000.0,969448000.0,,,221600000.0,221600000.0,1146598000.0,366745000.0,8897000.0,17849000.0,,,3662000.0,245461000.0,245461000.0,779853000.0,198981000.0,,336638000.0,336638000.0,6867000.0,177157000.0,,4592000.0,172565000.0,2337646000.0,1515513000.0,63013000.0,,,25174000.0,25174000.0,,,,36000.0,,1376650000.0,,1376650000.0,2915000.0,1373735000.0,,,,,822133000.0,195908000.0,,,314846000.0,,,,,56522000.0,231359000.0,23498000.0,19710000.0,3788000.0,,2023-09-30
22160000.0,22160000.0,334167000.0,614370000.0,1130789000.0,1470280000.0,19365000.0,1130789000.0,1130825000.0,1130825000.0,1130825000.0,1130825000.0,909057000.0,726634000.0,151440000.0,221600000.0,221600000.0,1201923000.0,383822000.0,-1000.0,18086000.0,32060000.0,9420000.0,3662000.0,274915000.0,274915000.0,818101000.0,29999000.0,1449000.0,339455000.0,339455000.0,5485000.0,424851000.0,210694000.0,1449000.0,214157000.0,2332748000.0,1495282000.0,3000.0,91550000.0,0.0,1255000.0,25066000.0,1255000.0,0.0,0.0,36000.0,36000.0,1402438000.0,-1271142000.0,2673580000.0,2902000.0,1399538000.0,1622155000.0,251110000.0,797413000.0,0.0,837466000.0,346000.0,9368000.0,226425000.0,402619000.0,7818000.0,37932000.0,94421000.0,262448000.0,57163000.0,136257000.0,5288000.0,10629000.0,5288000.0,5288000.0,2023-03-31
