Treasury Shares Number,Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Subsidiariesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Current Deferred Assets,Restricted Cash,Prepaid Assets,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
512483.0,139779319.0,140291802.0,485075000.0,12104617000.0,12257143000.0,9264293000.0,12104617000.0,463083000.0,12235151000.0,12235151000.0,12235151000.0,12235151000.0,10837358000.0,,,1397793000.0,1397793000.0,4629625000.0,833735000.0,,0.0,346428000.0,346428000.0,0.0,487307000.0,3795890000.0,328526000.0,138647000.0,116655000.0,21992000.0,,91576000.0,652317000.0,,,176164000.0,476153000.0,16864776000.0,3804593000.0,1786000.0,,284657000.0,838297000.0,838297000.0,0.0,0.0,130534000.0,102203000.0,28331000.0,2379529000.0,,2379529000.0,27953000.0,2351576000.0,,,,,13060183000.0,268164000.0,,,,,1173000.0,4435335000.0,,,8355511000.0,7109780000.0,1245731000.0,,,2024-03-31
,139911402.0,139911402.0,386398000.0,10216440000.0,10402442000.0,7275641000.0,10216440000.0,342511000.0,10358555000.0,10381288000.0,10358555000.0,10358555000.0,9661166000.0,,,697389000.0,697389000.0,3488804000.0,651673000.0,,1069000.0,271987000.0,249254000.0,22733000.0,378617000.0,2837131000.0,253577000.0,114411000.0,93257000.0,21154000.0,,121713000.0,498821000.0,,,134778000.0,364043000.0,13847359000.0,3734587000.0,1351000.0,,232231000.0,968572000.0,968572000.0,0.0,0.0,142115000.0,113784000.0,28331000.0,2190976000.0,,2190976000.0,,2190976000.0,,,,,10112772000.0,258842000.0,,,,,1836000.0,3156734000.0,,,6695360000.0,5474836000.0,1220524000.0,,,2023-09-30
,139911402.0,139911402.0,427130000.0,9607786000.0,9809968000.0,5310559000.0,9607786000.0,384775000.0,9767613000.0,9789618000.0,9767613000.0,9767613000.0,268242000.0,7482074000.0,1048544000.0,696557000.0,696557000.0,3654044000.0,689799000.0,350539000.0,33073000.0,306187000.0,284182000.0,22005000.0,350539000.0,2964245000.0,94000.0,120943000.0,100593000.0,20350000.0,94689000.0,94689000.0,1049276000.0,543672000.0,657000.0,156079000.0,348868000.0,13421657000.0,5146853000.0,2102000.0,232322000.0,183758000.0,81893000.0,81893000.0,0.0,0.0,159827000.0,131496000.0,28331000.0,2285309000.0,-344980000.0,2630289000.0,,2285309000.0,635564000.0,1669509000.0,325216000.0,0.0,8274804000.0,459000.0,0.0,22156000.0,657000.0,130835000.0,842328000.0,3881658000.0,-432495000.0,4314153000.0,3396711000.0,2316505000.0,1080206000.0,61507000.0,1018699000.0,2023-03-31
367583.0,139924219.0,140291802.0,432660000.0,12875927000.0,13010542000.0,9838828000.0,12875927000.0,409808000.0,12987690000.0,12987690000.0,12987690000.0,12987690000.0,11588448000.0,,,1399242000.0,1399242000.0,4211810000.0,811430000.0,,,303442000.0,303442000.0,,507988000.0,3400380000.0,268479000.0,129218000.0,106366000.0,22852000.0,,86071000.0,820599000.0,,,239085000.0,581514000.0,17199500000.0,3960292000.0,9107000.0,,319641000.0,979105000.0,979105000.0,0.0,0.0,111763000.0,83432000.0,28331000.0,2332370000.0,,2332370000.0,0.0,2332370000.0,,,,,13239208000.0,352354000.0,,,,,4915000.0,4417595000.0,,,8464344000.0,7755530000.0,708814000.0,,,2024-09-30 00:00:00
