Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Other Inventories
15622000.0,15622000.0,3225700000.0,3382400000.0,5026300000.0,8271300000.0,1029000000.0,5026300000.0,137500000.0,5026400000.0,5884100000.0,5026600000.0,200000.0,5026400000.0,4870200000.0,,,156200000.0,156200000.0,5190400000.0,1862600000.0,177200000.0,333000000.0,357200000.0,995200000.0,137500000.0,857700000.0,,3327800000.0,186600000.0,2387200000.0,2387200000.0,754000000.0,,,0.0,754000000.0,10217000000.0,5860200000.0,36000000.0,,100000.0,,,213400000.0,100000.0,100000.0,5610600000.0,,5610600000.0,314000000.0,5296600000.0,,,,,4356800000.0,192000000.0,,,2304800000.0,,,,53600000.0,28900000.0,793800000.0,,,983700000.0,964500000.0,19200000.0,,,2024-03-31,
15622000.0,15622000.0,3567200000.0,3720200000.0,4879700000.0,8463400000.0,1042800000.0,4879700000.0,136700000.0,4879900000.0,5882000000.0,4880000000.0,100000.0,4879900000.0,4723700000.0,,,156200000.0,156200000.0,5392900000.0,1941000000.0,159600000.0,340300000.0,302300000.0,1138800000.0,136700000.0,1002100000.0,,3451900000.0,157800000.0,2581400000.0,2581400000.0,712700000.0,,,0.0,712700000.0,10272900000.0,5778200000.0,35100000.0,,100000.0,,100000.0,203600000.0,200000.0,200000.0,5539200000.0,,5539200000.0,322500000.0,5216700000.0,,,,,4494700000.0,170000000.0,,,2628500000.0,,,,54000000.0,20900000.0,802400000.0,,,818900000.0,802600000.0,16300000.0,,,2023-09-30,
15622000.0,15622000.0,3094131000.0,3322493000.0,4654927000.0,7848036000.0,888646000.0,4654927000.0,129743000.0,4655286000.0,5761446000.0,4655393000.0,107000.0,4655286000.0,4499100000.0,55347000.0,250084000.0,156220000.0,156220000.0,4877200000.0,2018708000.0,123216000.0,326564000.0,290967000.0,1235903000.0,129743000.0,1106160000.0,42058000.0,2858492000.0,193300000.0,2086590000.0,2086590000.0,771902000.0,45598000.0,9648000.0,138116000.0,578540000.0,9532593000.0,5785455000.0,29500000.0,29551000.0,8000.0,8000.0,100000.0,217079000.0,359000.0,359000.0,5538458000.0,-2197792000.0,7736250000.0,165173000.0,265064000.0,4982841000.0,2030825000.0,292347000.0,0.0,3747138000.0,151300000.0,27472000.0,34343000.0,1789427000.0,476429000.0,137745000.0,1175253000.0,200134000.0,14920000.0,807061000.0,-29545000.0,836606000.0,873781000.0,775162000.0,98619000.0,82750000.0,15869000.0,2023-03-31,
