Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
31407610.0,31407610.0,108238000.0,531829000.0,1887061000.0,2307224000.0,860741000.0,1887061000.0,174015000.0,1949410000.0,1970005000.0,1960578000.0,11168000.0,1949410000.0,1886595000.0,,,62815000.0,62815000.0,1063332000.0,165805000.0,,158355000.0,137760000.0,20595000.0,7450000.0,897527000.0,194830000.0,,373474000.0,36255000.0,337219000.0,23883000.0,304173000.0,,,124894000.0,179279000.0,3023910000.0,1265642000.0,,12138000.0,5000000.0,5000000.0,62349000.0,54499000.0,7850000.0,1186155000.0,,1186155000.0,37000.0,1186118000.0,,,,1758268000.0,269814000.0,,,,547711000.0,,,,,1387000.0,598180000.0,,341176000.0,91600000.0,249576000.0,,,2024-03-31
31407610.0,31407610.0,155962000.0,470015000.0,1741012000.0,2067721000.0,753815000.0,1741012000.0,167346000.0,1765052000.0,1779080000.0,1774040000.0,8988000.0,1765052000.0,1702237000.0,,,62815000.0,62815000.0,1030424000.0,160247000.0,,151787000.0,137759000.0,14028000.0,8460000.0,870177000.0,222656000.0,,318228000.0,29587000.0,288641000.0,20748000.0,262909000.0,,,103185000.0,159724000.0,2804464000.0,1180472000.0,,12658000.0,5000000.0,5000000.0,24040000.0,16190000.0,7850000.0,1138774000.0,,1138774000.0,284914000.0,853860000.0,,,,1623992000.0,276503000.0,,,,545586000.0,,,,,2388000.0,515056000.0,,284459000.0,137752000.0,146707000.0,,,2023-09-30
31407610.0,31407610.0,106590000.0,556329000.0,1594647000.0,2004920000.0,678561000.0,1594647000.0,170980000.0,1619571000.0,1638708000.0,1627882000.0,8311000.0,1619571000.0,1588163000.0,1450139000.0,82235000.0,31408000.0,31408000.0,1122570000.0,163541000.0,8386000.0,155155000.0,136018000.0,19137000.0,8386000.0,959029000.0,7147000.0,111086000.0,401174000.0,34962000.0,366212000.0,14019000.0,402985000.0,161449000.0,1060000.0,34113000.0,206363000.0,2750452000.0,1112862000.0,-1685000.0,14772000.0,5000000.0,5000000.0,24924000.0,17074000.0,7850000.0,1069851000.0,-688440000.0,1758291000.0,249585000.0,364920000.0,833103000.0,310683000.0,0.0,1637590000.0,-2000.0,0.0,50728000.0,262665000.0,495999000.0,1294000.0,349968000.0,33793000.0,110944000.0,42268000.0,497123000.0,497123000.0,288809000.0,10050000.0,278759000.0,169715000.0,109044000.0,2023-03-31
