Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Minority Interests
0.0,0.225825,406667000.0,0.0,0.0,295453000.0,15507000.0,3977274000.0,406667000.0,391160000.0,-9524000.0,9524000.0,295453000.0,295453000.0,4307550000.0,,,,,295453000.0,295453000.0,0.0,295453000.0,295453000.0,295453000.0,86183000.0,381636000.0,39315000.0,0.0,,-9524000.0,9524000.0,351848000.0,330276000.0,247807000.0,15507000.0,15507000.0,682124000.0,3977274000.0,4659398000.0,4659398000.0,2024-03-31,
0.0,0.251679,434528000.0,0.0,0.0,301819000.0,15005000.0,5062387000.0,434528000.0,419523000.0,-16195000.0,16195000.0,301819000.0,301819000.0,5263779000.0,182920606.0,170519209.0,1.65,1.77,301819000.0,301819000.0,0.0,301819000.0,301819000.0,301819000.0,101509000.0,403328000.0,9439000.0,0.0,,-16195000.0,16195000.0,410085000.0,201392000.0,138948000.0,15005000.0,15005000.0,611477000.0,5062387000.0,5673864000.0,5673864000.0,2023-12-31,
0.0,0.261691,404412000.0,0.0,0.0,279142000.0,13539000.0,4526322000.0,404412000.0,390873000.0,-12789000.0,12789000.0,279142000.0,279142000.0,4660393000.0,182445752.0,170208537.0,1.53,1.64,279142000.0,279142000.0,0.0,279142000.0,279143000.0,279143000.0,98941000.0,378084000.0,30261000.0,0.0,,-12789000.0,12789000.0,360614000.0,134071000.0,66217000.0,13539000.0,13539000.0,494685000.0,4526322000.0,5021007000.0,5021007000.0,2023-09-30,
-29443.433612,0.265256,548407000.0,-111000.0,-111000.0,385646000.0,19118000.0,6419770000.0,548296000.0,529178000.0,-9654000.0,4308000.0,385727556.566388,385646000.0,6587854000.0,,,,,385646000.0,385646000.0,0.0,385646000.0,385645000.0,385645000.0,139225000.0,524870000.0,-41836000.0,-111000.0,0.0,-9654000.0,4308000.0,538479000.0,168084000.0,-82556000.0,19118000.0,19118000.0,706563000.0,6419770000.0,7126333000.0,7126333000.0,2023-03-31,
0.0,0.26068,301440000.0,0.0,0.0,204992000.0,10903000.0,2941351000.0,301440000.0,290537000.0,-13266000.0,13266000.0,204992000.0,204992000.0,3153747000.0,132252903.0,132252903.0,1.55,1.55,204992000.0,204992000.0,0.0,204992000.0,204992000.0,204992000.0,72279000.0,277271000.0,10979000.0,0.0,,-13266000.0,13266000.0,279560000.0,212396000.0,162145000.0,10903000.0,10903000.0,491956000.0,2941351000.0,3433307000.0,3433307000.0,2022-12-31,
0.0,0.246074,438647000.0,0.0,0.0,307010000.0,18864000.0,4506908000.0,438647000.0,419783000.0,-12568000.0,12568000.0,307010000.0,307010000.0,4775796000.0,186066667.0,177462428.0,1.65,1.73,307010000.0,307010000.0,0.0,307010000.0,307010000.0,307010000.0,100205000.0,407215000.0,41790000.0,0.0,,-12568000.0,12568000.0,377992000.0,268888000.0,188221000.0,18864000.0,18864000.0,646880000.0,4506908000.0,5153788000.0,5153788000.0,2024-06-30 00:00:00,0.0
0.0,0.251701,362985000.0,0.0,0.0,253699000.0,11524000.0,4524675000.0,362985000.0,351461000.0,-12428000.0,12428000.0,253699000.0,253699000.0,4704235000.0,151011310.0,148361988.0,1.68,1.71,253699000.0,253699000.0,0.0,253699000.0,253698000.0,253698000.0,85335000.0,339033000.0,7676000.0,0.0,,-12428000.0,12428000.0,343785000.0,179560000.0,115077000.0,11524000.0,11524000.0,523345000.0,4524675000.0,5048020000.0,5048020000.0,2023-06-30 00:00:00,0.0
