Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.4,110000000.0,0.0,0.0,-370000000.0,300000000.0,400000000.0,110000000.0,-190000000.0,-100000000.0,100000000.0,-370000000.0,-21260000000.0,1240000000.0,,,,,-21260000000.0,-21260000000.0,0.0,-21260000000.0,0.0,-21260000000.0,-20890000000.0,-370000000.0,80000000.0,-290000000.0,120000000.0,0.0,0.0,-100000000.0,100000000.0,-310000000.0,840000000.0,300000000.0,300000000.0,450000000.0,,450000000.0,530000000.0,400000000.0,930000000.0,930000000.0,2024-03-31
0.0,0.0,100000000.0,0.0,0.0,-350000000.0,310000000.0,440000000.0,100000000.0,-210000000.0,-140000000.0,140000000.0,-350000000.0,-20600000000.0,1230000000.0,2743009321.0,2743009321.0,-7.51,-7.51,-20600000000.0,-20600000000.0,0.0,-20600000000.0,0.0,-20600000000.0,-20250000000.0,-350000000.0,0.0,-350000000.0,80000000.0,0.0,,-140000000.0,140000000.0,-290000000.0,790000000.0,310000000.0,310000000.0,390000000.0,,390000000.0,500000000.0,440000000.0,940000000.0,940000000.0,2023-12-31
66000000.0,0.3,200000000.0,220000000.0,220000000.0,-90000000.0,340000000.0,460000000.0,420000000.0,80000000.0,-110000000.0,110000000.0,-244000000.0,-10600000000.0,1510000000.0,2746113990.0,2746113990.0,-3.86,-3.86,-10600000000.0,-10600000000.0,0.0,-10600000000.0,0.0,-10600000000.0,-10510000000.0,-90000000.0,60000000.0,-30000000.0,400000000.0,220000000.0,-220000000.0,-110000000.0,110000000.0,-540000000.0,1050000000.0,340000000.0,340000000.0,610000000.0,,610000000.0,510000000.0,460000000.0,970000000.0,970000000.0,2023-09-30
0.0,0.0,210000000.0,40000000.0,40000000.0,-190000000.0,320000000.0,450000000.0,250000000.0,-70000000.0,-120000000.0,120000000.0,-230000000.0,-19650000000.0,1230000000.0,2744413408.0,2744413408.0,-7.16,-7.16,-19650000000.0,-19650000000.0,0.0,-19650000000.0,0.0,-19650000000.0,-19460000000.0,-190000000.0,0.0,-190000000.0,120000000.0,40000000.0,,-120000000.0,120000000.0,-230000000.0,780000000.0,320000000.0,320000000.0,360000000.0,360000000.0,360000000.0,550000000.0,450000000.0,1000000000.0,1000000000.0,2023-06-30
0.0,0.0,430000000.0,0.0,0.0,30000000.0,320000000.0,460000000.0,430000000.0,110000000.0,-110000000.0,110000000.0,30000000.0,-18820000000.0,1120000000.0,,,,,-18820000000.0,-18820000000.0,0.0,-18820000000.0,0.0,-18820000000.0,-18850000000.0,30000000.0,-30000000.0,0.0,120000000.0,0.0,0.0,-110000000.0,110000000.0,-10000000.0,660000000.0,320000000.0,320000000.0,240000000.0,240000000.0,240000000.0,650000000.0,460000000.0,1110000000.0,1110000000.0,2023-03-31
,,,,,,,,,,,,,,,2744823386.0,2744823386.0,-32.84,-32.84,,,,,,,,,,,,,1060000000.0,,,,,,,,580000000.0,,,,,,2022-12-31
0.0,0.0,210000000.0,0.0,0.0,-210000000.0,300000000.0,400000000.0,210000000.0,-90000000.0,-120000000.0,120000000.0,-210000000.0,-22200000000.0,1130000000.0,2744128554.0,2744128554.0,-8.09,-8.09,-22200000000.0,-22200000000.0,0.0,-22200000000.0,0.0,-22200000000.0,-21990000000.0,-210000000.0,0.0,-210000000.0,70000000.0,0.0,,-120000000.0,120000000.0,-160000000.0,730000000.0,300000000.0,300000000.0,340000000.0,,340000000.0,570000000.0,400000000.0,970000000.0,970000000.0,2024-06-30 00:00:00
