Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Properties,Current Assets,Other Current Assets,Current Deferred Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
474003986.0,474003986.0,24799901000.0,24836372000.0,-22949236000.0,1887136000.0,-29943598000.0,-22949236000.0,-22949236000.0,-22949236000.0,-22949236000.0,-22949236000.0,-27689276000.0,,,4740040000.0,4740040000.0,62607034000.0,2000.0,62607032000.0,19432125000.0,,24836372000.0,24836372000.0,94450000.0,5631103000.0,,1456168000.0,4174935000.0,39657798000.0,6994364000.0,,0.0,4975455000.0,4975455000.0,1035067000.0,0.0,983842000.0,,983842000.0,983842000.0,,,32663434000.0,12484000.0,,,,28374404000.0,,,,,3987123000.0,,,289423000.0,252952000.0,36471000.0,,2024-03-31
474003986.0,474003986.0,24800370000.0,24836372000.0,-22884315000.0,1952057000.0,-29890596000.0,-22884315000.0,-22884315000.0,-22884315000.0,-22884315000.0,-22884315000.0,-27624355000.0,,,4740040000.0,4740040000.0,62484759000.0,0.0,62484759000.0,19438359000.0,,24836372000.0,24836372000.0,94450000.0,5606112000.0,,1456608000.0,4149504000.0,39600444000.0,7006282000.0,,0.0,4975455000.0,4975455000.0,1035067000.0,0.0,995760000.0,,995760000.0,995760000.0,,,32594163000.0,13191000.0,,,,28374404000.0,,,,,4019898000.0,,,186670000.0,150668000.0,36002000.0,,2023-09-30
474003986.0,474003986.0,28201840000.0,28232199000.0,-22846071000.0,5386128000.0,-29865554000.0,-22846071000.0,-22846071000.0,-22846071000.0,-22846071000.0,-22846071000.0,,-133463404000.0,52096348000.0,4740040000.0,4740040000.0,62478709000.0,-1000.0,62478710000.0,28156000.0,1457232000.0,28232199000.0,28232199000.0,94451000.0,12923146000.0,8774519000.0,,4148627000.0,39632638000.0,7019484000.0,4123000.0,,4971332000.0,4971332000.0,1035067000.0,0.0,1008962000.0,-494714000.0,1503676000.0,,257048000.0,1246628000.0,32613156000.0,,9523000.0,4998000.0,103882000.0,28374404000.0,-1000.0,1863017000.0,26511388000.0,8275000.0,4040774000.0,-17828553000.0,21869327000.0,71300000.0,40941000.0,30359000.0,30359000.0,2023-03-31
