Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number
24298430.0,24298430.0,244900000.0,1604000000.0,2957900000.0,1594100000.0,1604000000.0,244900000.0,2957900000.0,2957900000.0,2957900000.0,2957900000.0,2714900000.0,,,243000000.0,243000000.0,1092000000.0,531100000.0,,,243300000.0,162300000.0,162300000.0,120000000.0,560900000.0,102200000.0,82600000.0,82600000.0,,,42100000.0,39500000.0,,6000000.0,33500000.0,4049900000.0,1894900000.0,400000.0,,160500000.0,32500000.0,,32500000.0,,1353900000.0,985300000.0,368600000.0,342300000.0,,342300000.0,342300000.0,,,,2155000000.0,64000000.0,,,762200000.0,1328800000.0,955000000.0,373800000.0,,,2024-03-31,
24298430.0,24298430.0,347900000.0,1160000000.0,2785500000.0,1332700000.0,1160000000.0,347900000.0,2785500000.0,2785500000.0,2785500000.0,2785500000.0,2542500000.0,,,243000000.0,243000000.0,1501300000.0,812000000.0,,,259100000.0,239100000.0,239100000.0,111200000.0,689300000.0,65600000.0,108800000.0,108800000.0,,,33900000.0,45000000.0,,4300000.0,40700000.0,4286800000.0,2264800000.0,2000000.0,,160900000.0,36400000.0,,36400000.0,,1625500000.0,1109900000.0,515600000.0,435200000.0,,435200000.0,435200000.0,,,,2022000000.0,48000000.0,,,723700000.0,1250300000.0,868800000.0,381500000.0,,,2023-09-30,
24250790.0,24250790.0,364700000.0,1024500000.0,2715400000.0,1311000000.0,1024500000.0,364700000.0,2715400000.0,2715400000.0,2715400000.0,2715400000.0,33000000.0,1970900000.0,311900000.0,242500000.0,242500000.0,1515000000.0,970300000.0,91700000.0,346200000.0,275000000.0,257400000.0,257400000.0,91700000.0,544700000.0,-100000.0,107300000.0,107300000.0,0.0,33800000.0,33800000.0,389400000.0,350100000.0,17900000.0,21400000.0,4230400000.0,2374700000.0,100000.0,35900000.0,173700000.0,0.0,0.0,35100000.0,0.0,1690900000.0,1176000000.0,514900000.0,474100000.0,-200400000.0,674500000.0,352600000.0,254400000.0,67500000.0,0.0,1855700000.0,-100000.0,61100000.0,4700000.0,642300000.0,1147700000.0,814400000.0,333300000.0,12000000.0,321300000.0,2023-03-31,
