Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date
41603691.0,41603691.0,980052000.0,1016920000.0,-143744000.0,845662000.0,-196385000.0,-143744000.0,27581000.0,-143677000.0,845662000.0,-143677000.0,-143677000.0,-559714000.0,416037000.0,416037000.0,1644940000.0,1367388000.0,182373000.0,1014885000.0,25546000.0,989339000.0,79000.0,277552000.0,10546000.0,2035000.0,2035000.0,0.0,20000.0,23596000.0,23596000.0,1501263000.0,1420096000.0,,2370000.0,2370000.0,67000.0,1412687000.0,1412687000.0,938189000.0,474498000.0,81167000.0,26843000.0,1588000.0,,52736000.0,43449000.0,9287000.0,2024-03-31
41603691.0,41603691.0,702264000.0,738807000.0,-45242000.0,665573000.0,-683372000.0,-45242000.0,27992000.0,-45242000.0,-45242000.0,-45242000.0,-45242000.0,-461279000.0,416037000.0,416037000.0,769039000.0,26067000.0,,26067000.0,26067000.0,0.0,,742972000.0,,712740000.0,1925000.0,710815000.0,,1821000.0,1821000.0,723797000.0,664197000.0,96870000.0,2274000.0,2274000.0,,497080000.0,497080000.0,38281000.0,458799000.0,59600000.0,7465000.0,,,52135000.0,43584000.0,8551000.0,2023-09-30
41603691.0,41603691.0,594473000.0,630487000.0,10759000.0,613825000.0,-475606000.0,10759000.0,27421000.0,10759000.0,87919000.0,10759000.0,10759000.0,-405278000.0,416037000.0,416037000.0,642501000.0,102656000.0,,102656000.0,25496000.0,77160000.0,,539845000.0,785000.0,527831000.0,1925000.0,525906000.0,173000.0,2084000.0,2084000.0,653260000.0,589021000.0,140000.0,2273000.0,2273000.0,,518635000.0,518635000.0,37484000.0,481151000.0,64239000.0,12763000.0,,0.0,51476000.0,42883000.0,8593000.0,2023-03-31
