Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Restructuring And Mergern Acquisition
0.0,0.231423,1988300000.0,0.0,0.0,1103600000.0,336700000.0,18180800000.0,1988300000.0,1651600000.0,-215700000.0,215700000.0,1103600000.0,1103600000.0,20811600000.0,,,,,1103600000.0,1103600000.0,0.0,1103600000.0,0.0,1103600000.0,1103600000.0,332300000.0,1435900000.0,547100000.0,0.0,-215700000.0,215700000.0,1104500000.0,2630800000.0,2294100000.0,336700000.0,336700000.0,3735300000.0,18180800000.0,21916100000.0,21916100000.0,2024-03-31,
-523980000.0,0.3,2272200000.0,-1746600000.0,-1746600000.0,-461600000.0,337200000.0,20995000000.0,525600000.0,188400000.0,-219400000.0,219400000.0,761020000.0,-461600000.0,23193600000.0,278072289.0,278072289.0,-1.66,-1.66,-461600000.0,-461600000.0,0.0,-461600000.0,0.0,-461600000.0,-461600000.0,430600000.0,-31000000.0,195100000.0,-1746600000.0,-219400000.0,219400000.0,1739900000.0,2198600000.0,1861400000.0,337200000.0,337200000.0,3938500000.0,20995000000.0,24933500000.0,24933500000.0,2023-12-31,
0.0,0.254279,2205200000.0,,,1241700000.0,333400000.0,15498300000.0,2205200000.0,1871800000.0,-206700000.0,206700000.0,1241700000.0,1241700000.0,17485900000.0,277785235.0,277165179.0,4.47,4.48,1241700000.0,1241700000.0,0.0,1241700000.0,0.0,1241700000.0,1241700000.0,423400000.0,1665100000.0,232000000.0,,-206700000.0,206700000.0,1639800000.0,1987600000.0,1654200000.0,333400000.0,333400000.0,3627400000.0,15498300000.0,19125700000.0,19125700000.0,2023-09-30,
0.0,0.243953,1754000000.0,,,1137700000.0,189200000.0,15612100000.0,1754000000.0,1564800000.0,192600000.0,60000000.0,1137700000.0,1137700000.0,17742900000.0,,,,,1137700000.0,1137700000.0,0.0,1137700000.0,0.0,1137700000.0,1137700000.0,367100000.0,1504800000.0,-423600000.0,,192600000.0,60000000.0,1392100000.0,2130800000.0,-2060000000.0,189200000.0,189200000.0,3522900000.0,15612100000.0,19135000000.0,19135000000.0,2023-03-31,
0.0,0.242565,1728100000.0,0.0,0.0,1176600000.0,136200000.0,19952000000.0,1728100000.0,1591900000.0,-38500000.0,38500000.0,1176600000.0,1176600000.0,21181400000.0,277500000.0,277500000.0,4.24,4.24,1176600000.0,1176600000.0,0.0,1176600000.0,0.0,1176600000.0,1176600000.0,376800000.0,1553400000.0,165500000.0,0.0,-38500000.0,38500000.0,1426400000.0,1229400000.0,1093200000.0,136200000.0,136200000.0,2655800000.0,19952000000.0,22607800000.0,22607800000.0,2022-12-31,
0.0,0.254762,1950300000.0,0.0,0.0,1056300000.0,332700000.0,21564900000.0,1950300000.0,1617600000.0,-200200000.0,200200000.0,1056300000.0,1056300000.0,23845400000.0,277973684.0,277244094.0,3.8,3.81,1056300000.0,1056300000.0,0.0,1056300000.0,0.0,1056300000.0,1056300000.0,361100000.0,1417400000.0,188700000.0,0.0,-200200000.0,200200000.0,1428900000.0,2280500000.0,1947800000.0,332700000.0,332700000.0,3709400000.0,21564900000.0,25274300000.0,25274300000.0,2024-06-30 00:00:00,0.0
0.0,0.22187,2064000000.0,0.0,0.0,1201200000.0,312000000.0,16868400000.0,2064000000.0,1752000000.0,-208300000.0,208300000.0,1201200000.0,1201200000.0,18684600000.0,278055556.0,277413395.0,4.32,4.33,1201200000.0,1201200000.0,0.0,1201200000.0,0.0,1201200000.0,1201200000.0,342500000.0,1543700000.0,281300000.0,0.0,-208300000.0,208300000.0,1470700000.0,1816200000.0,1504200000.0,312000000.0,312000000.0,3286900000.0,16868400000.0,20155300000.0,20155300000.0,2023-06-30 00:00:00,0.0
