Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
33797296.0,33797296.0,1088880000.0,1118870000.0,3553030000.0,4712550000.0,1186100000.0,3553030000.0,,3593680000.0,4354780000.0,3593680000.0,3593680000.0,3255710000.0,,,337970000.0,337970000.0,2039030000.0,781720000.0,,,,761100000.0,,761100000.0,19020000.0,1257310000.0,47970000.0,357770000.0,,357770000.0,,2850000.0,674390000.0,,0.0,674390000.0,5632710000.0,3189300000.0,1740000.0,,2980000.0,10670000.0,10670000.0,40650000.0,40650000.0,3104320000.0,,3104320000.0,3900000.0,3100420000.0,,,,,2443410000.0,290110000.0,,933820000.0,,,,810000.0,,1186830000.0,31840000.0,1850000.0,29990000.0,,,2024-03-31
33797296.0,33797296.0,519930000.0,524160000.0,3184180000.0,3738440000.0,2078850000.0,3184180000.0,0.0,3214280000.0,3549420000.0,3214280000.0,3214280000.0,2876310000.0,930870000.0,1945440000.0,337970000.0,337970000.0,1170900000.0,378420000.0,37480000.0,5800000.0,0.0,335140000.0,0.0,335140000.0,5800000.0,792480000.0,43250000.0,189020000.0,0.0,189020000.0,530000.0,530000.0,564310000.0,800000.0,10690000.0,552820000.0,4385180000.0,1513850000.0,-10000.0,5360000.0,29780000.0,4770000.0,4770000.0,30100000.0,30100000.0,1331980000.0,-189520000.0,1521500000.0,946910000.0,385060000.0,312450000.0,155690000.0,106450000.0,0.0,2871330000.0,117790000.0,126690000.0,728580000.0,286660000.0,204930000.0,236990000.0,10160000.0,10620000.0,740800000.0,1254480000.0,1250250000.0,4230000.0,0.0,4230000.0,2023-03-31
