Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
123300750.0,123300750.0,8020400000.0,8175800000.0,11775100000.0,20024000000.0,2099700000.0,11775100000.0,28400000.0,11876600000.0,16105100000.0,11876600000.0,11876600000.0,11630000000.0,,,246600000.0,246600000.0,12994800000.0,5428400000.0,593400000.0,,300300000.0,4254800000.0,26300000.0,4228500000.0,279900000.0,7566400000.0,285400000.0,,3921000000.0,2100000.0,3918900000.0,,43800000.0,2908600000.0,,,120100000.0,2788500000.0,24871400000.0,15205300000.0,118800000.0,,213200000.0,213200000.0,101500000.0,101500000.0,14748200000.0,,14748200000.0,4143400000.0,10604800000.0,,,,,9666100000.0,774900000.0,,,3037200000.0,,,,,5300000.0,5503400000.0,,,345300000.0,218300000.0,127000000.0,,,2024-03-31
123300750.0,123300750.0,7624800000.0,7734600000.0,11339500000.0,19186900000.0,1947800000.0,11339500000.0,300000.0,11452600000.0,15894900000.0,11452600000.0,11452600000.0,11206000000.0,,,246600000.0,246600000.0,12455900000.0,5463400000.0,436400000.0,,324700000.0,4442300000.0,,4442300000.0,260000000.0,6992500000.0,227700000.0,,3292300000.0,300000.0,3292000000.0,,35100000.0,3022400000.0,,,64200000.0,2958200000.0,23908500000.0,14968200000.0,372100000.0,,215500000.0,215500000.0,113100000.0,113100000.0,14244600000.0,,14244600000.0,5063400000.0,9181200000.0,,,,,8940300000.0,832000000.0,,,3676900000.0,,,,,3900000.0,3941500000.0,,,486000000.0,376500000.0,109500000.0,,,2023-09-30
123300750.0,123300750.0,7212240000.0,7481840000.0,11232750000.0,18814240000.0,2774670000.0,11232750000.0,2300000.0,11334700000.0,16233490000.0,11334700000.0,11334700000.0,5500000.0,8383770000.0,891050000.0,246600000.0,246600000.0,12520120000.0,5904580000.0,436400000.0,436400000.0,327150000.0,4898790000.0,0.0,4898790000.0,242240000.0,6615540000.0,236900000.0,139740000.0,2583050000.0,2300000.0,2580750000.0,17490000.0,35130000.0,3657250000.0,485740000.0,2440000.0,36400000.0,3132670000.0,23854820000.0,14464610000.0,597000000.0,463320000.0,91390000.0,91390000.0,101950000.0,101950000.0,13775680000.0,-6110380000.0,19886060000.0,4293740000.0,277350000.0,11938530000.0,2102630000.0,1273810000.0,0.0,9390210000.0,1039900000.0,328190000.0,1039940000.0,3167420000.0,8620000.0,881100000.0,776380000.0,1501320000.0,169540000.0,4417820000.0,-132450000.0,4550270000.0,267300000.0,495300000.0,267300000.0,4860000.0,262440000.0,2023-03-31
