Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.0,56660000.0,0.0,0.0,3220000.0,16853000.0,322693000.0,56660000.0,39807000.0,-36605000.0,36605000.0,3220000.0,3220000.0,460131000.0,,,,,3220000.0,3220000.0,0.0,3220000.0,18000.0,3202000.0,0.0,0.0,3202000.0,0.0,3202000.0,4103000.0,0.0,,-36605000.0,36605000.0,37498000.0,137438000.0,61739000.0,16853000.0,16853000.0,174936000.0,322693000.0,497629000.0,497629000.0,2024-03-31
0.0,0.0,62871000.0,0.0,0.0,10050000.0,15541000.0,294471000.0,62871000.0,47330000.0,-37179000.0,37179000.0,10050000.0,10050000.0,427523000.0,10050000.0,10050000.0,1.0,1.0,10050000.0,10050000.0,0.0,10050000.0,-100000.0,10151000.0,0.0,0.0,10151000.0,0.0,10151000.0,1756000.0,0.0,,-37179000.0,37179000.0,44622000.0,133052000.0,63891000.0,15541000.0,15541000.0,177674000.0,294471000.0,472145000.0,472145000.0,2023-12-31
0.0,0.0,59077000.0,0.0,0.0,10929000.0,15287000.0,259982000.0,59077000.0,43790000.0,-32861000.0,32861000.0,10929000.0,10929000.0,357795000.0,10214019.0,10214019.0,1.07,1.07,10929000.0,10929000.0,0.0,10929000.0,,10929000.0,0.0,0.0,10929000.0,0.0,10929000.0,1799000.0,0.0,,-32861000.0,32861000.0,38810000.0,97813000.0,34205000.0,15287000.0,15287000.0,136623000.0,259982000.0,396605000.0,396605000.0,2023-09-30
0.0,0.0,27212000.0,0.0,0.0,148000.0,8176000.0,173344000.0,27212000.0,19036000.0,-18888000.0,18888000.0,148000.0,148000.0,244601000.0,10100000.0,10100000.0,0.01,0.01,148000.0,148000.0,0.0,148000.0,,148000.0,0.0,0.0,148000.0,0.0,148000.0,1640000.0,0.0,,-18888000.0,18888000.0,27013000.0,71257000.0,33773000.0,8176000.0,8176000.0,98270000.0,173344000.0,271614000.0,271614000.0,2023-06-30
-21600.0,0.3,-1878000.0,-72000.0,-72000.0,80308000.0,2111000.0,103034000.0,-1950000.0,-4061000.0,-7887000.0,5931000.0,80358400.0,80308000.0,114503000.0,,,,,80308000.0,80308000.0,0.0,80308000.0,0.0,80308000.0,0.0,0.0,80308000.0,-90300000.0,-9992000.0,-138000.0,-59000.0,0.0,-7887000.0,5931000.0,7398000.0,11469000.0,-24061000.0,2111000.0,2111000.0,18867000.0,103034000.0,121901000.0,121901000.0,2023-03-31
,,,,,,,,,,,,,,,10194737.0,10194737.0,0.38,0.38,,,,,0.0,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.053782,72245000.0,0.0,0.0,13823000.0,16742000.0,331436000.0,72245000.0,55503000.0,-40721000.0,40721000.0,13823000.0,13823000.0,474156000.0,10089781.0,10089781.0,1.37,1.37,13823000.0,13823000.0,0.0,13823000.0,-166000.0,13987000.0,0.0,0.0,13987000.0,795000.0,14782000.0,3210000.0,0.0,,-40721000.0,40721000.0,53363000.0,142720000.0,67417000.0,16742000.0,16742000.0,196083000.0,331436000.0,527519000.0,527519000.0,2024-06-30 00:00:00
