Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.297466,893730000.0,547747000.0,100735000.0,4118384000.0,893730000.0,792995000.0,-12395000.0,13322000.0,927000.0,547747000.0,547747000.0,5609386000.0,,,,,547747000.0,547747000.0,0.0,547747000.0,0.0,547747000.0,547747000.0,231926000.0,779673000.0,-12395000.0,13322000.0,927000.0,792068000.0,1491002000.0,953926000.0,100735000.0,100735000.0,2283070000.0,4118384000.0,6401454000.0,6401454000.0,2024-03-31
0.0,0.255595,875263000.0,549399000.0,121992000.0,3753503000.0,875263000.0,753271000.0,-13364000.0,15232000.0,1868000.0,549399000.0,549399000.0,5288680000.0,401021168.0,398115217.0,1.37,1.38,549399000.0,549399000.0,0.0,549399000.0,-1000.0,549400000.0,549400000.0,188639000.0,738039000.0,-13364000.0,15232000.0,1868000.0,751403000.0,1535177000.0,998333000.0,121992000.0,121992000.0,2286580000.0,3753503000.0,6040083000.0,6040083000.0,2023-12-31
0.0,0.27098,806760000.0,501072000.0,109409000.0,3886997000.0,806760000.0,697351000.0,-8245000.0,10028000.0,1783000.0,501072000.0,501072000.0,5377997000.0,400857600.0,397676190.0,1.25,1.26,501072000.0,501072000.0,0.0,501072000.0,-1000.0,501072000.0,501072000.0,186251000.0,687323000.0,-8245000.0,10028000.0,1783000.0,695568000.0,1491000000.0,985082000.0,109409000.0,109409000.0,2186568000.0,3886997000.0,6073565000.0,6073565000.0,2023-09-30
0.0,0.273531,745681000.0,455925000.0,110286000.0,3732946000.0,745681000.0,635395000.0,-3865000.0,7803000.0,3938000.0,455925000.0,455925000.0,5121168000.0,399934211.0,399934211.0,1.14,1.14,455925000.0,455925000.0,0.0,455925000.0,-1000.0,455926000.0,455926000.0,171666000.0,627592000.0,-3865000.0,7803000.0,3938000.0,631457000.0,1388222000.0,879312000.0,110286000.0,110286000.0,2019679000.0,3732946000.0,5752625000.0,5752625000.0,2023-06-30
0.0,0.257806,821212000.0,524916000.0,105560000.0,4989993000.0,821212000.0,715652000.0,-13752000.0,8403000.0,1432000.0,524916000.0,524916000.0,5088810000.0,,,,,524916000.0,524916000.0,0.0,524916000.0,0.0,524916000.0,524916000.0,182333000.0,707249000.0,-13752000.0,8403000.0,1432000.0,715624000.0,98817000.0,-105586000.0,105560000.0,96777000.0,814441000.0,4989993000.0,5804434000.0,5804434000.0,2023-03-31
,,,,,,,,,,,,,,399187379.0,399187379.0,1.03,1.03,,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.281879,763859000.0,463845000.0,108630000.0,3492790000.0,763859000.0,655229000.0,-7517000.0,9313000.0,1796000.0,463845000.0,463845000.0,4917932000.0,399866379.0,399866379.0,1.16,1.16,463845000.0,463845000.0,0.0,463845000.0,-1000.0,463846000.0,463846000.0,182070000.0,645916000.0,-7517000.0,9313000.0,1796000.0,653433000.0,1425142000.0,898110000.0,108630000.0,108630000.0,2078575000.0,3492790000.0,5571365000.0,5571365000.0,2024-06-30 00:00:00
